,PctOfHomesDecreasingInValues,distance_grocery_km,distance_public_school_arts_center_km,distance_public_school_ye_km,ListPrice2_delta,FreddieMac15yr,PriceIndex,distance_cap_gain_school_km,SaleCount,TaxTotalLivingArea,count_metro_station_km,YearBuilt,Acres,Bedrooms,BasementY/N,Fireplaces,TotalTaxes2,DOMP,qcut_DOMP
6922,10.49,1.3320583944,2.5852661443,5.2406315983,0.8979057591623036,2.66,174.7804831,2.585262932,2,2076.0,0,1934,0.14300000000000002,5,1,2,12542.0,2,0
6923,5.93,0.8489400703,4.6772821872,3.9680491918,-0.01610847143353807,3.17,187.9588779,3.029870217,1,1766.0,0,1929,0.119,5,1,1,6309.0,6,0
6924,1.39,0.5128750119,0.6200057398,1.4176542097999998,-0.14832339024891994,3.43,189.27894,3.3878423243,1,1052.0,6,1913,0.032,2,0,0,2906.0,2,0
6925,5.93,1.0461180977,2.3437936581,4.9633756214,-0.15980994321474098,3.17,187.9588779,2.3437911295,1,1628.0,0,1980,0.0,2,0,1,5324.0,0,0
6926,12.79,0.5828968972999999,0.6724532891,4.4682678604,0.4980443285528031,2.77,176.82254369999995,0.6724539247,1,1804.0,0,1870,0.04,3,0,2,8577.0,9,0
6927,50.95,0.5800529128999999,1.671154396,1.8410675432,0.8314745972738538,4.08,164.60666940000004,2.7432868119,1,1548.0,1,1934,0.052000000000000005,3,1,1,5078.0,22,0
6928,5.35,0.857181462,4.5653871431,3.868518268,0.11022546117057616,3.27,189.236479,3.0020080701,1,1707.0,0,1915,0.243,3,1,1,6771.0,0,0
6929,41.51,0.468825507,0.4671705506,4.3716822764,0.6220600162206001,3.2,164.0254855,0.4671740366,1,1540.0,0,1898,0.039,2,1,1,11966.0,41,0
6930,5.39,1.0183194663,4.9964871249,4.2542969374,0.006904487917146146,3.49,189.6382211,3.1194013051,1,1783.0,0,1956,0.184,5,1,2,6037.0,12,0
6931,21.16,0.5066151154,0.7429418239,4.487041643,2.7209922646038938,3.91,167.9615905,0.7429420766,1,3392.0,0,1975,0.06,4,1,2,19828.0,491,0
6932,74.66,1.7873718518,9.9412814607,0.400402469,-0.6207270754205101,3.81,166.7851862,0.6883942651,1,1594.0,0,1920,0.057,3,0,0,2008.0,28,0
6933,8.14,0.4436283729,0.4546575928,4.3353722856,0.5224547378321185,3.36,190.6250739,0.4546620437,1,1332.0,0,1927,0.055,2,1,1,8960.0,162,0
6934,5.88,1.046846213,2.3442086789,4.9640994351,-0.2787258248009101,3.48,188.1721628,2.3442061479,1,1332.0,0,1980,0.0,2,0,1,4406.0,0,0
6935,10.42,1.046846213,2.3442086789,4.9640994351,-0.30816107061775605,2.66,174.9641855,2.3442061479,2,1332.0,0,1980,0.0,2,0,1,4457.0,5,0
6936,42.17,0.1437409448,1.9894003462,3.8869239291,-0.6452576549663929,3.69,168.89499540000003,1.9894022692,1,544.0,0,1988,0.0,1,0,1,1966.0,13,0
6937,5.39,0.1437409448,1.9894003462,3.8869239291,-0.7698515535097814,3.49,189.6382211,1.9894022692,2,400.0,0,1988,0.0,0,0,1,1977.0,281,0
6938,42.4,0.1437409448,1.9894003462,3.8869239291,-0.6617389125532448,3.46,168.14317490000005,1.9894022692,1,544.0,0,1988,0.0,1,0,1,2351.0,119,0
6939,8.72,0.1437409448,1.9894003462,3.8869239291,-0.7501767617251944,2.77,176.82254369999995,1.9894022692,1,439.0,0,1988,0.0,0,0,1,2066.0,104,0
6940,5.35,0.1437409448,1.9894003462,3.8869239291,-0.5446367570029605,3.27,189.236479,1.9894022692,2,544.0,0,1988,0.0,1,0,1,2848.0,37,0
6941,27.67,0.9789948641,10.4178638653,0.8837298929,0.53121387283237,3.03,171.19616330000005,0.7537316020999999,2,1497.0,3,1929,0.092,3,1,1,2187.0,148,0
6942,2.09,0.5277558378,1.6150289094,1.7938122,0.9710589782942336,2.66,174.9641855,2.7907609666,1,2472.0,0,1911,0.057,6,1,1,5796.0,6,0
6943,14.58,0.4192251822,2.0787514139,4.333330468,0.462701121404193,3.03,171.19616330000005,2.0787513058,1,2255.0,0,1936,0.172,4,1,2,12345.0,4,0
6944,83.67,1.7018801522999998,10.060396157000001,0.3275069524,-0.3689041881812966,4.08,164.60666940000004,0.573160121,1,1938.0,0,1905,0.17800000000000002,4,1,0,2432.0,244,0
6945,5.21,0.8654890542,2.7827783594,0.3567125672,0.14687100893997446,3.27,195.9526553,1.5043818265,1,1120.0,3,1942,0.038,3,0,0,2259.0,47,0
6946,83.67,1.0533686665000002,10.378894742,0.8145854701999999,-0.4148020654044751,4.08,164.60666940000004,0.7039860041,1,1088.0,3,1927,0.053,3,1,0,1851.0,188,0
6947,32.95,0.9736111032,1.4458977194999998,3.4786036814,1.7429706601466992,4.09,163.3011429,1.445903091,1,3304.0,1,1924,0.126,6,1,1,15230.0,7,0
6948,19.22,0.8253341165000001,3.8545305097,3.3319327813,1.1644708266975532,2.85,174.1138544,3.2202127304,1,3026.0,3,1941,0.252,5,1,2,10913.0,15,0
6949,7.08,0.6659354829,1.9923133634,3.2941459739,1.2677295217152282,3.49,189.6382211,1.9923179938,1,2016.0,3,1922,0.109,5,1,1,8856.0,6,0
6950,5.88,0.8595962421,4.7876550723,4.068505465,-0.11376564277588168,3.48,188.1721628,3.0696575976,1,1480.0,0,1936,0.122,4,1,1,5296.0,11,0
6951,25.57,0.7558072601000001,1.7244494488,3.3418013777999995,1.1710717397618355,2.95,173.0314193,1.7244545621,1,3445.0,3,1925,0.116,5,1,2,13678.0,6,0
6952,50.39,0.7669109515000001,3.8255545372,3.3132513314,0.7851785178517852,3.25,164.6735404,3.2376830716,1,2993.0,3,1940,0.273,5,1,3,12074.0,20,0
6953,19.12,0.8214413876000001,4.6251750166,3.9259876255,0.7007218891471921,4.18,170.4751925,3.0400942751,1,2893.0,0,1925,0.119,4,1,1,9061.0,39,0
6954,5.27,1.0475381171,2.3446119473,4.9647869248,-0.30097304552063525,3.36,190.6250739,2.3446094142,1,1332.0,0,1980,0.0,2,0,1,4126.0,6,0
6955,15.33,1.0475381171,2.3446119473,4.9647869248,-0.2361569490282361,3.14,168.5979178,2.3446094142,1,1332.0,0,1980,0.0,2,0,1,4295.0,171,0
6956,80.92,0.9045883101,7.5213933998,2.0268681314,-0.5709382151029748,3.46,168.14317490000005,1.4404233600999998,2,832.0,0,1942,0.029,2,0,0,1622.0,175,0
6957,83.16,3.2348605652999995,11.138649199300001,5.8455562414,-0.6103556485355649,4.04,169.4708133,1.9333688577,1,832.0,2,1945,0.037000000000000005,2,1,0,1699.0,261,0
6958,3.77,1.4131368640000002,1.9619817002,1.4455852389,-0.004616272360069244,2.76,179.37516409999995,1.5333408913,2,1146.0,0,1936,0.059,3,1,0,2456.0,3,0
6959,1.85,1.0510417575,2.4961820896,1.8820837993,0.11842105263157895,3.49,189.6382211,0.9959335782,1,1548.0,0,1931,0.038,4,1,0,1976.0,24,0
6960,46.95,0.1714985527,0.6869633367,1.414073435,0.6278487352867518,3.32,167.5460189,3.3560793281,1,2616.0,6,1909,0.056,6,1,1,4982.0,1,0
6961,2.0,0.1754177229,1.1618326936,1.455486248,0.04416892677256877,3.48,188.1721628,3.1747913407,2,940.0,3,1910,0.0,2,0,1,3534.0,18,0
6962,51.2,0.1754177229,1.1618326936,1.455486248,0.06097265908541012,3.68,165.25843500000005,3.1747913407,1,961.0,3,1910,0.0,2,0,0,2664.0,230,0
6963,23.74,0.1754177229,1.1618326936,1.455486248,-0.061505453245127836,3.31,194.4612831,3.1747913407,2,864.0,3,1910,0.0,2,0,0,3417.0,5,0
6964,2.53,0.1754177229,1.1618326936,1.455486248,-0.11288805268109126,3.36,190.6250739,3.1747913407,1,787.0,3,1910,0.0,2,0,0,2552.0,79,0
6965,1.77,0.1754177229,1.1618326936,1.455486248,0.014464425332290852,3.3,188.6493901,3.1747913407,2,961.0,3,1910,0.0,2,0,0,3587.0,5,0
6966,1.39,0.1754177229,1.1618326936,1.455486248,0.10882534457930466,3.43,189.27894,3.1747913407,1,885.0,3,1910,0.0,2,0,0,2696.0,0,0
6967,43.91,0.1754177229,1.1618326936,1.455486248,0.1365304624418889,4.37,166.0036383,3.1747913407,2,928.0,3,1910,0.0,2,0,0,2600.0,42,0
6968,1.87,0.1754177229,1.1618326936,1.455486248,-0.08011540168664004,2.8,174.8671796,3.1747913407,1,787.0,3,1910,0.0,2,0,0,2534.0,104,0
6969,51.2,0.1754177229,1.1618326936,1.455486248,-0.03242196951367045,3.68,165.25843500000005,3.1747913407,1,787.0,3,1910,0.0,2,0,0,2316.0,224,0
6970,51.92,0.1754177229,1.1618326936,1.455486248,0.17482517482517482,4.06,164.18939319999996,3.1747913407,1,940.0,3,1910,0.0,2,0,1,3448.0,75,0
6971,1.81,0.2945500611,1.3746799581,1.6163257944999998,0.4858841010401189,2.66,182.5429545,2.9845668063,1,1484.0,3,1987,0.021,2,0,2,4228.0,9,0
6972,19.23,1.7110441668,2.8608283584,5.6117786433,8.695121951219512,3.91,167.9615905,2.8608243136,2,7725.0,0,1999,0.879,6,1,6,42262.0,74,0
6973,24.19,0.8478158333,4.7962057613,4.0778495751,-0.2139523458609678,4.28,170.1945226,3.0815189583,1,1849.0,0,1916,0.122,4,1,1,6331.0,20,0
6974,58.43,0.6203645560000001,2.3126260029,3.1835486455,0.5047446904654316,3.35,166.74153180000005,2.3126305276,1,2103.0,6,1955,0.122,3,1,2,11004.0,95,0
6975,1.41,0.4568931592,0.6073708198,1.4249124004,0.373202750573036,3.17,187.9588779,3.3696500893,2,1558.0,6,1919,0.042,3,1,0,3695.0,7,0
6976,4.42,0.6338814828,1.7141568844,1.8639433268,0.3786121847966133,3.29,194.8306605,2.721904508,1,1548.0,1,1933,0.036000000000000004,4,1,1,4879.0,8,0
6977,19.23,1.6491620488999998,5.3289167831,4.541922545799999,0.06707317073170732,3.91,167.9615905,3.1327148726,1,2106.0,0,1936,0.18,4,1,2,7812.0,61,0
6978,95.24,1.0153610302,10.4103832451,0.8458066665,-0.7916666666666666,4.37,166.0036383,0.7197529973000001,2,1776.0,3,1909,0.113,0,1,0,2089.0,7,0
6979,4.28,0.3845274619,0.6240052682,1.4249303206,-0.01756819232547388,2.95,173.0314193,3.3722834043,1,884.0,6,1910,0.0,2,0,1,3180.0,10,0
6980,18.5,0.3845274619,0.6240052682,1.4249303206,-0.21071556993887086,3.25,195.0863121,3.3722834043,1,808.0,6,1910,0.0,2,0,1,3268.0,104,0
6981,46.95,0.2228070684,0.6587095325,1.4069105457,1.4290007513148009,3.32,167.5460189,3.3520991869,1,3224.0,6,1909,0.042,6,1,1,4712.0,52,0
6982,44.15,0.8959728134,0.7086638299,1.2611263168,-0.27462396894711305,3.91,167.9615905,3.3903720991000004,2,1078.0,4,1913,0.022,2,0,0,2513.0,20,0
6983,30.69,1.2560410357,10.237250697,0.6537551262,-0.6260069044879172,2.95,173.0314193,0.6339371532,1,648.0,3,1955,0.0,2,0,0,1621.0,58,0
6984,1.81,1.2560410357,10.237250697,0.6537551262,-0.6847083552285864,3.48,188.1721628,0.6339371532,1,630.0,3,1955,0.0,2,0,0,1156.0,1,0
6985,14.07,0.9601409212,4.3585711561,3.6838947699,0.09022556390977443,2.95,173.0314193,2.9461704175,1,1946.0,0,1939,0.115,4,1,2,5483.0,11,0
6986,42.72,0.9536150168,4.8766212798,4.1435034208,0.12234706616729088,3.68,168.7131123,3.0671687027,1,1989.0,0,1937,0.15,5,1,2,7851.0,11,0
6987,9.6,1.6956855684,9.0370654925,1.8331165298,0.5117328519855595,3.35,188.9390719,2.703592394,1,1088.0,0,1965,0.123,3,0,1,2485.0,41,0
6988,14.83,0.2096613845,1.4128899008000002,4.5580351135,-0.4029255319148936,2.95,173.0314193,1.4128895068,1,1049.0,0,1978,0.0,2,0,1,3979.0,132,0
6989,22.62,0.2096613845,1.4128899008000002,4.5580351135,-0.4397759103641457,3.81,166.7851862,1.4128895068,1,914.0,0,1978,0.0,2,0,1,3939.0,250,0
6990,61.52,0.8448366237,1.6301779651,3.4333967344,0.8638561498942279,3.46,168.14317490000005,1.6301828711000002,1,2557.0,3,1924,0.13699999999999998,5,1,1,9049.0,298,0
6991,38.47,0.8879963556,1.2867555859,3.5558195695,2.9700044111160118,3.16,164.31463390000005,1.2867612302,1,3756.0,0,1987,0.254,5,1,1,18474.0,380,0
6992,19.5,0.8964094838,1.5614931574000002,3.447914477,0.5167847243609486,3.66,166.02525580000002,1.5614982297,2,2180.0,3,1924,0.085,4,1,1,8142.0,3,0
6993,7.78,0.9488519517,4.3678732983,3.6941019742,-0.14886123503169754,2.76,179.37516409999995,2.9583863055,1,1672.0,0,1937,0.115,3,1,1,5063.0,5,0
6994,9.93,0.5839944411,0.6632296455,4.4901372457,0.9207317073170732,2.66,174.9641855,0.6632299939,2,1758.0,0,1912,0.04,5,1,2,7415.0,188,0
6995,23.74,0.5849871767,1.6657919215,1.8266334665,0.5644555694618273,3.31,194.4612831,2.7579531546,3,1548.0,0,1934,0.052000000000000005,4,1,1,6420.0,18,0
6996,45.07,1.3864926498,2.6344718543,5.2924298341,0.20641009776017816,4.22,163.3624446,2.6344685365,1,1926.0,0,1956,0.085,4,1,1,8964.0,77,0
6997,30.85,0.3730788286,0.6141298071,1.4123851663999998,0.3019439985732121,3.21,194.1442297,3.3598952854000004,1,2289.0,6,1910,0.035,5,1,1,3770.0,9,0
6998,25.12,1.6691263866,10.1058038954,0.3097439913,0.504012036108325,3.27,195.9526553,0.5305823132999999,1,1754.0,0,1905,0.056,3,1,0,1679.0,19,0
6999,18.69,1.0660280808,3.9887383424,3.4282504203,4.179521276595745,3.24,195.8744368,3.172495559,1,5030.0,0,1923,0.765,5,1,2,25141.0,49,0
7000,17.44,0.1137584494,1.3242728519,4.5865047625,-0.3660763379153877,3.03,171.19616330000005,1.3242721997,2,997.0,0,1981,0.0,2,0,0,3708.0,21,0
7001,60.16,0.1137584494,1.3242728519,4.5865047625,-0.34664123177544626,3.35,166.74153180000005,1.3242721997,1,924.0,0,1981,0.0,2,0,0,3718.0,175,0
7002,32.26,0.1137584494,1.3242728519,4.5865047625,-0.3055031022390073,4.33,167.1401414,1.3242721997,2,909.0,0,1981,0.0,2,0,1,3656.0,82,0
7003,10.49,0.1137584494,1.3242728519,4.5865047625,-0.4578870818458284,2.66,174.7804831,1.3242721997,1,566.0,0,1981,0.0,1,0,0,2406.0,0,0
7004,9.93,0.1137584494,1.3242728519,4.5865047625,-0.4432661717921527,2.66,174.9641855,1.3242721997,1,584.0,0,1981,0.0,2,0,0,2459.0,3,0
7005,39.58,0.1137584494,1.3242728519,4.5865047625,-0.30943048189993083,3.19,193.6113816,1.3242721997,1,1083.0,0,1981,0.0,2,0,0,4096.0,15,0
7006,12.79,0.1137584494,1.3242728519,4.5865047625,-0.23728813559322035,2.77,176.82254369999995,1.3242721997,1,1085.0,0,1981,0.0,2,0,1,3970.0,7,0
7007,53.65,0.1137584494,1.3242728519,4.5865047625,-0.2563787692727521,3.31,165.7220839,1.3242721997,1,1079.0,0,1981,0.0,2,0,1,3990.0,150,0
7008,65.73,0.1137584494,1.3242728519,4.5865047625,-0.25448126018468226,3.32,167.5460189,1.3242721997,1,1059.0,0,1981,0.0,2,0,1,3939.0,111,0
7009,6.92,0.2726636404,1.016209036,4.4589697355,1.141493676926748,3.48,188.1609222,1.0162093336,1,2560.0,0,1900,0.047,4,1,4,12424.0,0,0
7010,42.4,0.9424555598,4.8849015548,4.1525443895,0.4407416687546981,3.46,168.14317490000005,3.0788588188,2,2804.0,0,1973,0.15,4,1,3,8879.0,6,0
7011,86.4,1.6927995213,9.0515707723,1.8482997633,0.6575840145322435,4.37,166.0036383,2.7179640779,1,1088.0,0,1965,0.115,3,0,0,3377.0,122,0
7012,11.73,0.4273064697,0.4347033653,4.3567312295,1.5155980353112968,2.85,174.1138544,0.4347076025,1,2535.0,0,1937,0.066,4,1,3,11626.0,283,0
7013,85.3,1.0896840159,9.5755276359,2.3198568287,-0.3632225762403277,4.42,168.7854764,3.2707734081,1,1243.0,0,1933,0.115,3,1,1,3098.0,291,0
7014,44.15,0.5863627202,1.6644738602000002,1.8229935564,0.21300097040271712,3.91,167.9615905,2.76169074,2,1578.0,0,1934,0.052000000000000005,4,1,1,5821.0,36,0
7015,30.85,0.1649139735,0.6718490922,1.3963092345,0.20385232744783308,3.21,194.1442297,3.3381833668,1,1191.0,6,1908,0.0,2,0,0,4505.0,15,0
7016,6.01,0.77184506,4.6350507102,3.9431749872,-0.018084988350160883,3.29,194.8306605,3.087352867,1,1864.0,0,1925,0.172,3,1,1,7603.0,6,0
7017,12.07,0.3135176998,0.9557884935,4.4735120945,0.7078622140415461,2.7,175.2482939,0.9557886883,1,2068.0,0,1900,0.073,4,0,1,11903.0,123,0
7018,51.2,0.9258362541,0.7619849836,1.2342742856,0.04016452939753206,3.68,165.25843500000005,3.4086401429000004,1,1480.0,3,1909,0.087,4,1,1,3655.0,227,0
7019,33.17,0.6800465738,1.7527075915,1.8868115483,0.9351577909270216,3.31,165.7220839,2.7019752406,1,2168.0,1,1924,0.06,3,1,1,5836.0,9,0
7020,63.37,1.5009492286,8.1041524591,1.3891169286000002,0.09899823217442544,3.03,171.19616330000005,1.8549461868,1,2074.0,0,1943,0.066,4,1,0,2405.0,56,0
7021,19.23,1.0504410458,2.3463504437,4.967669562,-0.35365853658536583,3.91,167.9615905,2.3463479015,1,1332.0,0,1980,0.0,2,0,1,4435.0,14,0
7022,5.27,1.2091576253,5.3803287772,4.6226760709,0.034559892629459785,3.36,190.6250739,3.3720591861,2,1710.0,0,1935,0.087,4,1,1,7598.0,6,0
7023,23.74,0.5877584895,1.6631991194,1.8194358091,0.4106919363490077,3.31,194.4612831,2.7653594822000005,1,1548.0,0,1934,0.052000000000000005,4,1,1,4434.0,5,0
7024,2.94,0.5471703111,1.6099462166999998,1.7672695009,1.3255813953488371,3.39,192.8245948,2.8171784023,2,2618.0,0,1921,0.048,6,1,0,7370.0,0,0
7025,10.42,0.9279999976,4.3820002918,3.7112270752,-0.2531963197514637,2.66,174.9641855,2.9851463331,1,1704.0,0,1933,0.077,4,1,1,4761.0,6,0
7026,61.27,0.8772112331,1.300963034,1.115075708,0.4958625079567155,3.68,168.7131123,2.1561225040000003,2,1488.0,0,1924,0.065,3,1,0,3015.0,1,0
7027,8.9,0.8110778017,1.6372058043000002,3.4572047202,0.3769720453916413,3.43,189.27894,1.6372105447999998,1,1494.0,3,1923,0.049,4,1,1,5908.0,7,0
7028,1.54,0.9562246203,0.8353033696,1.2369146558,0.03532277710109622,3.49,189.6382211,3.4074920659,1,1284.0,3,1914,0.036000000000000004,2,1,0,2494.0,3,0
7029,10.0,0.9933662962,5.0981627279,4.3565470954,0.11190817790530846,2.69,175.0512181,3.2134173273,1,2467.0,0,1940,0.171,4,1,2,7621.0,4,0
7030,8.72,1.0521210166,2.3472683798,4.9693410003,-0.10558567051614423,2.77,176.82254369999995,2.3472658322,2,1628.0,0,1980,0.0,3,0,1,4816.0,35,0
7031,26.75,0.2046268542,1.9520604911,4.0365689608,0.2196616817847512,3.66,166.02525580000002,1.952061732,1,2016.0,0,1923,0.054000000000000006,4,1,1,6514.0,11,0
7032,10.94,1.6847564953,9.0830553046,1.8807106226,0.6641065028161802,2.66,174.7804831,2.7492432283,1,1334.0,0,1965,0.14300000000000002,3,1,2,2513.0,26,0
7033,14.07,1.0528674293,2.347613725,4.970085939800001,-0.3452583070579675,2.95,173.0314193,2.3476111748,1,1332.0,0,1980,0.0,2,0,1,4295.0,5,0
7034,2.25,0.1900844648,0.6354479581,1.3692733847,0.3291500285225328,3.35,188.9390719,3.3130332625,1,1568.0,6,1905,0.0,3,0,1,5011.0,6,0
7035,42.68,0.8215292793000001,4.655948099,3.952929239,-0.09637061810974856,4.08,164.60666940000004,3.0455808445,1,1516.0,0,1948,0.119,3,1,1,5952.0,9,0
7036,7.78,0.9340629012,4.9530914469,4.2193224153,0.3500821789152383,2.76,179.37516409999995,3.1306181377999995,1,2600.0,0,1937,0.115,6,1,2,6358.0,5,0
7037,33.17,2.291213308,5.6615627688,4.8474339756,0.5339912280701754,3.21,194.1442297,3.1087320276,2,2794.0,0,1949,0.442,6,1,3,8949.0,0,0
7038,13.36,0.8003717859999999,4.71235485,4.0064141346,-0.0326147042564953,3.24,195.8744368,3.0778857108999995,1,1862.0,0,1925,0.119,5,1,1,7551.0,13,0
7039,15.87,0.3115276457,0.3170944729,4.4203590291,5.34590977270105,3.27,195.9526553,0.3170989851,1,4442.0,0,1900,0.201,7,1,2,22442.0,42,0
7040,6.78,1.053603083,2.3479629131,4.9708198208,-0.29859484777517564,2.66,182.5429545,2.3479603605,1,1332.0,0,1980,0.0,2,0,1,4406.0,11,0
7041,5.37,1.053603083,2.3479629131,4.9708198208,-0.3803515096890491,3.35,188.9390719,2.3479603605,1,1332.0,0,1980,0.0,2,0,1,4406.0,2,0
7042,68.64,1.4862968859,9.3093829218,2.0828834685,0.9112814895947426,3.25,164.6735404,2.9795418862000003,2,1122.0,0,1955,0.268,3,1,2,2545.0,257,0
7043,19.12,1.8224491182,5.4958397792,4.701101436,0.09996329377217668,4.18,170.4751925,3.2330383724,1,2316.0,0,1937,0.162,4,1,1,7669.0,8,0
7044,19.22,1.1163619848000002,4.0604452251,3.4992470956,0.954538873606486,2.85,174.1138544,3.2258971837,1,2736.0,0,1979,0.172,4,1,2,9613.0,51,0
7045,19.5,0.7825421423000001,1.6948113738,3.4292115724000003,0.9941484447182014,3.66,166.02525580000002,1.6948160908,1,2170.0,3,1923,0.07200000000000001,5,1,1,9453.0,187,0
7046,21.61,0.2550362425,1.0123706744,4.4917535399,-0.5351624933404369,4.04,169.4708133,1.0123706729000002,1,387.0,0,1900,0.0,1,1,0,2751.0,257,0
7047,32.26,0.2550362425,1.0123706744,4.4917535399,-0.4618289722147289,4.33,167.1401414,1.0123706729000002,1,456.0,0,1900,0.0,1,0,0,3050.0,111,0
7048,11.9,1.0543387382,2.3483122805,4.9715537027,-0.2536144578313253,2.85,174.1138544,2.3483097254,1,1332.0,0,1980,0.0,2,0,1,4295.0,51,0
7049,23.02,1.6845117577000002,5.4371658127,4.6493037667,0.14721567654719087,3.25,164.6735404,3.2271909059,3,2016.0,0,1941,0.109,4,1,2,7025.0,48,0
7050,45.54,0.1735351621,0.6306309338,1.3560333650999998,-0.4004318618042226,4.28,170.1945226,3.2987754574,1,707.0,6,1909,0.0,1,0,0,2730.0,22,0
7051,5.41,0.2911439371,2.0558398881,4.2012197272000025,0.5760807897424259,3.48,188.1609222,2.0558403671,1,2111.0,0,1935,0.115,5,1,1,8764.0,0,0
7052,36.82,0.922932898,4.9615738406,4.2285807547,0.039193588780365635,3.32,167.5460189,3.1426147178,1,1524.0,0,1937,0.115,3,1,1,7075.0,36,0
7053,13.97,0.6582334149,2.6095601771,3.1931234980000003,0.5289421157684631,3.27,195.9526553,2.6095643465,1,1972.0,6,1949,0.103,4,1,3,7972.0,60,0
7054,86.87,1.1523566269,9.56644943,2.3131888957,0.8684210526315791,3.46,168.14317490000005,3.2551880577,1,1338.0,0,1938,0.127,4,1,1,3285.0,36,0
7055,15.33,2.0822048347,5.6114175299,4.8054606759,0.07444077741107444,3.14,168.5979178,3.2344495621,1,1961.0,0,1942,0.219,4,1,2,7078.0,7,0
7056,45.07,0.9060307801,4.3955121601,3.7289042468,-0.3588664769211731,4.22,163.3624446,3.0171625751,1,1144.0,0,1930,0.056,3,1,1,5534.0,110,0
7057,21.61,0.2554843195,1.0038946662,4.504106992900001,-0.3941129461907299,4.04,169.4708133,1.0038945526,1,544.0,0,1900,0.0,1,0,0,3942.0,78,0
7058,10.19,0.2554843195,1.0038946662,4.504106992900001,-0.3906671808715773,2.72,185.6306252,1.0038945526,1,510.0,0,1900,0.0,1,0,0,3283.0,5,0
7059,15.33,1.0550766669,2.3486529608,4.9722902214,-0.2207554088742208,3.14,168.5979178,2.3486504032,1,1628.0,0,1980,0.0,3,0,1,5408.0,5,0
7060,4.13,0.9105272884,2.5653873,1.2196811705,-0.2805755395683453,2.66,174.7804831,2.264156324,1,1092.0,1,1925,0.059,3,1,0,2338.0,24,0
7061,83.26,1.7267937446,9.8581522836,0.5374187559,-0.0985997666277713,4.06,166.5574036,0.7879449293,1,1020.0,0,1927,0.055,3,1,0,1719.0,164,0
7062,61.27,0.802168055,1.1600101229000002,1.0936140715,0.6518141311266709,3.68,168.7131123,2.3097900698,1,1488.0,3,1923,0.055,4,1,0,3011.0,28,0
7063,14.07,0.5776305366,1.587735672,1.7066445194,0.6107990578003262,3.24,195.8744368,2.8805967032,1,2192.0,0,1921,0.069,4,1,1,5223.0,0,0
7064,17.44,0.13959185640000002,1.3457848341999998,4.5745754639,-0.24062458294408115,3.03,171.19616330000005,1.3457842813,1,950.0,0,1981,0.0,2,0,1,3728.0,4,0
7065,10.42,1.8125571404,5.5041602667,4.710067780299999,0.4326681801887921,2.66,174.9641855,3.2455179771,1,2366.0,0,1938,0.162,4,1,2,7942.0,22,0
7066,53.65,0.2489290641,1.0050493869,4.5152745054,-0.4405785236730795,3.31,165.7220839,1.00504917,1,402.0,0,1820,0.0,1,0,1,3032.0,21,0
7067,87.21,0.3631147194,10.487321250299999,1.9802625174,0.006728778467908903,3.82,168.16883080000005,1.8131892785,1,2040.0,5,2007,0.068,3,0,0,2576.0,46,0
7068,5.88,1.0560387401,2.3490393297,4.9732526138,-0.2616609783845279,3.48,188.1721628,2.3490367688,1,1332.0,0,1980,0.0,2,0,1,4406.0,7,0
7069,66.47,0.4519187772,0.4379704151,4.4260161608,1.150465147633814,3.68,168.7131123,0.4379730089,1,2453.0,0,1990,0.038,3,1,3,14829.0,295,0
7070,13.26,0.9072583994,1.3464384388,3.5671730993,4.688452228392425,2.66,174.9641855,1.3464436522,1,4338.0,0,1941,0.224,6,1,2,23722.0,0,0
7071,41.76,2.2267295482,5.678028116799999,4.8667368855,-0.28695436507936506,3.82,168.16883080000005,3.1772940995,1,2226.0,0,1951,0.149,3,1,1,5623.0,11,0
7072,8.18,0.1387140074,1.3454286216,4.575620417200001,-0.2948717948717949,3.39,192.8245948,1.3454280613,1,950.0,0,1980,0.0,2,0,1,2107.0,17,0
7073,21.5,0.6191878099,0.6452694602,4.4466078157,-0.07533850248813795,3.24,195.8744368,0.6452704826,1,1336.0,0,1979,0.015,3,0,0,5130.0,4,0
7074,2.22,1.4593709224,9.351591575399999,2.1228806806,0.7834702754954084,3.43,189.27894,3.0222902894,1,1248.0,0,1955,0.232,4,1,2,2811.0,14,0
7075,32.15,0.3520442505,10.499879335700001,1.9806477147,-0.05351996706463565,3.19,193.6113816,1.811313982,1,2050.0,5,2007,0.05,3,0,0,2571.0,40,0
7076,21.9,0.7138553888,2.1660438238,4.6312737306,-0.3606448763250884,3.25,195.0863121,2.1660424645,1,1332.0,0,1980,0.0,2,0,1,4374.0,108,0
7077,42.72,1.90867271,5.5079444397,4.7088845171,-0.15730337078651685,3.68,168.7131123,3.2125942842,1,1160.0,0,1947,0.124,3,1,1,5485.0,5,0
7078,38.6,0.6192301514,0.643369176,4.4506368258,-0.04624277456647399,3.21,194.1442297,0.6433701453,1,1378.0,0,1979,0.016,3,0,1,5518.0,37,0
7079,39.58,0.5363511524,0.4426775268,4.9133250564,-0.1595572976712013,3.19,193.6113816,0.4426689759,1,845.0,0,1912,0.0,2,0,2,0.0,31,0
7080,41.76,1.0582414498,2.3497999408,4.9754606894,-0.2249503968253969,3.82,168.16883080000005,2.3497973719,1,1628.0,0,1980,0.0,3,0,1,5408.0,101,0
7081,25.86,1.0582414498,2.3497999408,4.9754606894,-0.18961201501877348,4.37,166.0036383,2.3497973719,1,1628.0,0,1980,0.0,3,0,1,5597.0,27,0
