,PctOfHomesDecreasingInValues,distance_grocery_km,distance_public_school_arts_center_km,distance_public_school_ye_km,ListPrice2_delta,FreddieMac15yr,PriceIndex,distance_cap_gain_school_km,SaleCount,TaxTotalLivingArea,count_metro_station_km,YearBuilt,Acres,Bedrooms,BasementY/N,Fireplaces,TotalTaxes2,DOMP,qcut_DOMP
7082,9.6,1.4430844475,9.3707311812,2.1404156963,-0.21028880866425992,3.35,188.9390719,3.0419210611,2,1433.0,0,1956,0.215,4,1,2,3169.0,32,0
7083,60.16,0.6339105707,0.5990842947999999,4.488657992699999,0.19893718490257528,3.35,166.74153180000005,0.5990848176,1,1284.0,0,1914,0.024,3,1,1,7880.0,87,0
7084,12.07,0.2537411573,0.9926956753,4.5297051204,9.320799368919275,2.7,175.2482939,0.9926953242,2,5580.0,0,1820,0.117,6,1,5,49023.0,0,0
7085,79.23,0.7045343881999999,7.6934338724,2.1765111213,-0.3615786419036564,3.35,166.74153180000005,1.6130004408,1,832.0,3,1940,0.0,2,1,0,1817.0,15,0
7086,42.4,1.7225235657,5.4936241547,4.7043534632,0.4720621398145829,3.46,168.14317490000005,3.2699930019,1,2825.0,0,1940,0.229,5,1,2,9289.0,5,0
7087,15.4,1.1370572246,4.0301030455,3.4593007276,1.4396946564885496,3.91,167.9615905,3.1619531122000004,1,2859.0,0,1950,0.269,6,1,3,10794.0,158,0
7088,10.19,0.1831585035,1.1068441648,4.4936439231,0.3690705746239877,2.72,185.6306252,1.1068441339,2,1518.0,0,1980,0.0,2,0,0,7809.0,85,0
7089,42.6,0.1831585035,1.1068441648,4.4936439231,-0.09481024540700013,4.08,164.60666940000004,1.1068441339,1,1215.0,0,1980,0.0,2,0,1,6672.0,41,0
7090,8.14,0.1831585035,1.1068441648,4.4936439231,-0.2946214436868093,3.36,190.6250739,1.1068441339,1,877.0,0,1980,0.0,1,0,0,4957.0,46,0
7091,9.93,0.1831585035,1.1068441648,4.4936439231,-0.2059915164369035,2.66,174.9641855,1.1068441339,1,871.0,0,1980,0.0,1,0,0,4764.0,273,0
7092,11.73,0.1831585035,1.1068441648,4.4936439231,-0.1304924996681269,2.85,174.1138544,1.1068441339,2,866.0,0,1980,0.0,1,0,0,4745.0,143,0
7093,42.6,0.1831585035,1.1068441648,4.4936439231,-0.008984846452997184,4.08,164.60666940000004,1.1068441339,1,1205.0,0,1980,0.0,2,0,0,6634.0,21,0
7094,8.76,0.1831585035,1.1068441648,4.4936439231,-0.2537313432835821,3.17,187.9588779,1.1068441339,2,901.0,0,1980,0.0,1,0,0,5074.0,333,0
7095,7.88,0.1831585035,1.1068441648,4.4936439231,-0.2560313249968422,3.43,189.27894,1.1068441339,2,702.0,0,1980,0.0,1,0,0,4283.0,6,0
7096,28.05,0.1831585035,1.1068441648,4.4936439231,1.8992230082337933,3.25,195.0863121,1.1068441339,1,3475.0,0,1980,0.0,4,0,2,15299.0,0,0
7097,26.64,0.1831585035,1.1068441648,4.4936439231,-0.2558572949946752,4.28,170.1945226,1.1068441339,1,720.0,0,1980,0.0,1,0,0,3839.0,62,0
7098,5.52,1.0597305044,2.3503172881,4.9769532736,-0.17462482946793995,3.3,188.6493901,2.3503147139,1,1628.0,0,1980,0.0,3,0,1,5153.0,38,0
7099,10.0,1.5167192197,5.4460324249,4.668403333500001,0.07484457197513153,2.69,175.0512181,3.3051272394,1,1874.0,0,1926,0.132,4,1,2,5906.0,85,0
7100,21.5,0.1369774721,1.3447294285,4.5777149058,-0.26223816687883345,3.24,195.8744368,1.3447288531,1,887.0,0,1979,0.0,2,0,1,3733.0,47,0
7101,66.47,0.226426285,0.2523886088,4.4239312805,3.03802076311177,3.68,168.7131123,0.2523948352,1,3558.0,0,1929,0.238,5,1,3,24854.0,27,0
7102,5.65,1.0604634459,2.3505640005,4.9776882503,-0.3087132140796307,3.43,189.27894,2.3505614237,1,1332.0,0,1980,0.0,2,0,1,4406.0,0,0
7103,16.71,1.0604634459,2.3505640005,4.9776882503,-0.4392865868556071,4.04,169.4708133,2.3505614237,1,1332.0,0,1980,0.0,2,0,1,4435.0,96,0
7104,13.36,0.8428105449,4.9383163978,4.2135896141,-0.1044776119402985,3.24,195.8744368,3.169579279,1,1678.0,0,1931,0.14,3,1,2,6625.0,0,0
7105,16.71,2.1402765342,5.651693326699999,4.8437210185,-0.016613730759833863,4.04,169.4708133,3.2236926118,1,2372.0,0,1941,0.243,4,1,2,7684.0,78,0
7106,14.07,1.4516153503,5.4414582836,4.667933243,0.09022556390977443,2.95,173.0314193,3.3278891656,1,1627.0,0,1937,0.139,4,1,1,6157.0,200,0
7107,14.07,1.756298111,5.554371865,4.7641196342,0.12175600291050205,2.95,173.0314193,3.3199540233,1,2101.0,0,1937,0.195,5,1,1,6402.0,7,0
7108,22.62,0.3690084238,0.8657208343,4.5508735643,2.6681339202347605,3.81,166.7851862,0.8657202676000001,2,2144.0,0,1810,0.055,4,1,3,11743.0,69,0
7109,42.17,1.6465232593,5.4968419899,4.712017235,0.3691809808314663,3.69,168.89499540000003,3.3038344079,1,2261.0,0,1937,0.162,5,1,2,7631.0,5,0
7110,62.77,0.2138203436,1.0189400225,4.580712536,1.6868686868686869,3.69,168.89499540000003,1.018939209,1,2502.0,0,1819,0.031,3,1,5,17405.0,20,0
7111,8.72,1.0626685087,2.3513194522,4.9798989693,-0.2587791656846571,2.77,176.82254369999995,2.3513168675,1,1332.0,0,1980,0.0,2,0,1,4406.0,8,0
7112,10.66,0.7480109056,7.6559118502,2.1432816314,-0.6078431372549019,2.66,182.5429545,1.5749195364,2,992.0,3,1940,0.034,3,1,0,1780.0,0,0
7113,14.02,2.7783805530000003,10.6953649258,5.4112077941,0.4963297571993224,2.76,179.37516409999995,1.4768841813999998,1,1472.0,2,1979,0.161,3,1,1,1963.0,69,0
7114,80.92,3.1346871456,11.030258811500001,5.7546712459,0.4816933638443936,3.46,168.14317490000005,1.833003397,2,1720.0,2,1909,0.161,3,1,0,2438.0,41,0
7115,82.21,1.2349826912,1.7652597041,1.3145659833,-0.2416829745596869,4.42,168.7854764,1.6962487402000002,2,1644.0,0,1933,0.037000000000000005,3,1,0,3394.0,24,0
7116,1.2,1.3137474573,1.8548696452,1.3679592705,0.4834887824552558,3.27,189.236479,1.6107536067,1,1296.0,0,1937,0.059,4,1,0,2561.0,104,0
7117,6.78,1.0641344356,2.3518147209,4.981368927,-0.22833723653395785,2.66,182.5429545,2.351812131,1,1628.0,0,1980,0.0,2,0,1,5153.0,26,0
7118,6.92,0.249794173,0.9801998169,4.5993656109,4.010737294201862,3.48,188.1609222,0.9801988063,1,5027.0,0,1812,0.084,3,1,7,35724.0,0,0
7119,21.16,0.2474987604,0.9822751637,4.6151130238,0.03360896238997066,3.91,167.9615905,0.9822740062,1,947.0,0,1870,0.0,2,0,1,5479.0,30,0
7120,22.46,0.2474987604,0.9822751637,4.6151130238,-0.13595849408008515,4.18,170.4751925,0.9822740062,1,947.0,0,1870,0.0,2,0,1,5479.0,342,0
7121,66.47,0.2474987604,0.9822751637,4.6151130238,-0.2193609275987596,3.68,168.7131123,0.9822740062,1,800.0,0,1870,0.0,2,0,1,3326.0,59,0
7122,31.59,2.0206827267,5.6545242758,4.8521226499,0.08516483516483518,3.35,166.74153180000005,3.3249685893,1,2125.0,0,1941,0.22,4,1,3,6935.0,17,0
7123,88.01,2.3307539992,10.2927290202,4.975204847300001,-0.7214611872146118,4.37,166.0036383,1.0295996993,2,2078.0,2,1908,0.046,4,0,0,2789.0,57,0
7124,8.93,1.8422129825,5.5439573884,4.7488581475,0.2119535141117875,3.27,195.9526553,3.2755922224000003,1,2220.0,0,1948,0.184,4,1,2,8042.0,11,0
7125,41.19,1.5417659109,5.4940468276,4.715548049700001,-0.018818868391729603,4.06,166.5574036,3.3439022247000003,1,1637.0,0,1938,0.114,3,1,1,6107.0,11,0
7126,6.92,0.15414767699999998,1.0760223971,4.6079280356,-0.16607015032211886,3.48,188.1609222,1.076021382,1,1262.0,0,1887,0.036000000000000004,2,0,1,7245.0,5,0
7127,41.19,1.067083321,2.3528182161,4.9843256937,-0.3202921876934505,4.06,166.5574036,2.3528156155,2,1332.0,0,1980,0.0,2,0,1,4289.0,33,0
7128,4.82,1.6715246181,5.5405176308,4.7549005765,0.7111136545725077,3.52,189.5440738,3.3391670775,1,3751.0,0,1937,0.152,5,1,2,8497.0,11,0
7129,25.86,1.0678163118,2.3530669796,4.9850606752,-0.2615769712140175,4.37,166.0036383,2.3530643764,1,1628.0,0,1980,0.0,3,0,1,0.0,7,0
7130,36.82,1.0678163118,2.3530669796,4.9850606752,-0.19984973703981967,3.32,167.5460189,2.3530643764,1,1628.0,0,1980,0.0,3,0,1,5408.0,98,0
7131,29.39,0.4191242769,0.8193942748999999,4.5294534396,0.339142091152815,3.2,165.9509441,0.8193939531000001,3,1154.0,0,1900,0.042,2,0,3,7459.0,149,0
7132,2.22,0.276036472,10.5664702223,1.7704886278999998,-0.6616723054615756,3.43,189.27894,1.5973279613,1,1012.0,5,1991,0.0,3,0,0,1347.0,127,0
7133,47.95,0.276036472,10.5664702223,1.7704886278999998,-0.6476655808903365,3.14,168.5979178,1.5973279613,1,1037.0,5,1991,0.0,3,0,0,1446.0,58,0
7134,13.98,0.276036472,10.5664702223,1.7704886278999998,-0.6637351267459907,2.66,174.9641855,1.5973279613,1,1047.0,5,1991,0.0,3,0,0,1456.0,9,0
7135,6.78,1.0685493077,2.3533159474,4.985795657300001,-0.2565573770491803,2.66,182.5429545,2.3533133416,1,1332.0,0,1980,0.0,2,0,1,4406.0,26,0
7136,42.72,1.4581355965,5.5063187022000015,4.7333561431,-0.2265917602996255,3.68,168.7131123,3.391591519,2,1422.0,0,1952,0.106,3,1,2,5359.0,2,0
7137,25.18,1.0685493077,2.3533159474,4.985795657300001,-0.3388646288209607,4.33,167.1401414,2.3533133416,1,1332.0,0,1980,0.0,2,0,1,4435.0,45,0
7138,25.43,1.0692845936,2.3535562913,4.9865332777,-0.191881459345038,3.31,165.7220839,2.3535536828,1,1628.0,0,1980,0.0,3,0,1,5408.0,14,0
7139,22.21,1.0700221723,2.3537880173,4.9872735367,-0.4143990237949969,3.81,166.7851862,2.3537854062,1,1332.0,0,1980,0.0,2,0,1,4289.0,139,0
7140,9.66,1.0700221723,2.3537880173,4.9872735367,-0.3322183729542468,2.8,174.8671796,2.3537854062,1,1332.0,0,1980,0.0,2,0,1,4295.0,16,0
7141,14.58,1.0700221723,2.3537880173,4.9872735367,-0.3430034129692833,3.03,171.19616330000005,2.3537854062,1,1332.0,0,1980,0.0,2,0,1,4295.0,16,0
7142,1.33,0.7471227684999999,0.9747948972,1.1649255954,0.04321907600596125,3.3,188.6493901,2.613912892,2,1748.0,3,1919,0.028,4,1,0,2730.0,5,0
7143,14.07,1.7948402832,5.5865887049000005,4.7947230561000005,-0.1886975503274315,2.95,173.0314193,3.3388050808,2,1050.0,0,1949,0.103,4,1,1,5284.0,34,0
7144,42.68,1.6544627372999998,5.5569979287,4.7726602997,0.11358850489285273,4.08,164.60666940000004,3.3633061697000004,1,1680.0,0,1933,0.152,4,1,1,7735.0,44,0
7145,5.93,2.0837334619,5.6792235274000005,4.874240024700001,0.44860354618148107,3.17,187.9588779,3.2961612532,1,3277.0,0,1941,0.237,6,1,2,8775.0,184,0
7146,8.72,1.7844965596,5.6007760868,4.8097216591,-0.057270798962997874,2.77,176.82254369999995,3.357858483,2,1330.0,0,1949,0.103,3,1,1,4542.0,27,0
7147,45.07,1.7706312838999998,5.603471568,4.8132363645,-0.19688157406261605,4.22,163.3624446,3.3661407808,1,1050.0,0,1949,0.161,3,1,1,5107.0,20,0
7148,27.67,1.6977277676,9.909763334700001,0.4981524039,-0.5375722543352601,3.03,171.19616330000005,0.7378897199,1,1348.0,0,1926,0.037000000000000005,3,1,0,1315.0,264,0
7149,13.36,1.0744327118,2.3553167668,4.9916950152,-0.3200663349917081,3.24,195.8744368,2.35531414,1,1332.0,0,1980,0.0,2,0,1,4374.0,52,0
7150,41.76,1.0744327118,2.3553167668,4.9916950152,-0.3067956349206349,3.82,168.16883080000005,2.35531414,1,1332.0,0,1980,0.0,2,0,1,4289.0,220,0
7151,45.07,0.9770971335,2.3154533358,4.8943953963,-0.2760809305778988,4.22,163.3624446,2.3154510497,1,1332.0,0,1980,0.0,2,0,1,4289.0,32,0
7152,4.82,0.9770971335,2.3154533358,4.8943953963,-0.2800732516882225,3.52,189.5440738,2.3154510497,1,1332.0,0,1980,0.0,2,0,1,4406.0,38,0
7153,42.68,1.0759095742,2.3558150558,4.9931760502,-0.3571163136380528,4.08,164.60666940000004,2.3558124236,1,1332.0,0,1980,0.0,2,0,1,4289.0,12,0
7154,5.39,1.0759095742,2.3558150558,4.9931760502,-0.28768699654775604,3.49,189.6382211,2.3558124236,1,1332.0,0,1980,0.0,2,0,1,4406.0,143,0
7155,14.07,1.0766426253,2.3560662771,4.9939110379,-0.1935483870967742,2.95,173.0314193,2.3560636423,1,1628.0,0,1980,0.0,3,0,1,5324.0,6,0
7156,5.65,1.5973627547999998,5.6268105114,4.846850313,0.025966532025389497,3.43,189.27894,3.4579426077,1,1898.0,0,1938,0.162,3,1,2,6246.0,5,0
7157,8.11,0.1593916491,1.3891005334,4.6614051098,-0.3977066988533494,3.3,188.6493901,1.3890994280000002,1,838.0,1,1978,0.0,2,0,0,3426.0,9,0
7158,42.11,0.1593916491,1.3891005334,4.6614051098,-0.37383177570093457,4.22,163.3624446,1.3890994280000002,1,859.0,1,1978,0.0,1,0,1,3501.0,301,0
7159,42.11,0.1593916491,1.3891005334,4.6614051098,-0.27236315086782376,4.22,163.3624446,1.3890994280000002,1,1153.0,1,1978,0.0,2,0,0,4633.0,11,0
7160,34.63,0.1593916491,1.3891005334,4.6614051098,-0.3824835194403337,3.16,164.31463390000005,1.3890994280000002,1,887.0,1,1978,0.0,1,0,1,3554.0,4,0
7161,22.61,0.1593916491,1.3891005334,4.6614051098,-0.06709435979684576,3.14,168.5979178,1.3890994280000002,1,1150.0,1,1978,0.0,2,0,1,4598.0,55,0
7162,19.23,1.0773756813,2.3563177019,4.9946460261,-0.3176829268292683,3.91,167.9615905,2.3563150645,1,1332.0,0,1980,0.0,2,0,1,4435.0,46,0
7163,20.71,1.2596611769,9.5612864414,3.7261149329,-0.08319396051103367,2.66,174.7804831,0.5108622456,1,800.0,2,1945,0.042,2,1,0,1496.0,109,0
7164,4.58,0.4573717658,3.3910052691000003,0.6677272364,-0.04429952777153137,2.86,174.6158156,1.5716153299000002,1,1467.0,2,1912,0.022,3,1,0,3461.0,13,0
7165,54.23,0.9004653306,1.3732115359,3.2798625452,3.5078266104756173,3.69,168.89499540000003,1.3732207800999998,1,4147.0,2,1927,0.14800000000000002,6,1,3,21517.0,84,0
7166,57.15,0.8710257337,1.3155604502,1.0914803148,0.24282982791587,3.66,166.02525580000002,2.0993310578,1,1640.0,0,1929,0.065,3,1,0,3786.0,12,0
7167,60.04,1.1645880834,1.6912986003,1.2554548235,-0.7621951219512195,4.06,164.18939319999996,1.7314272984,1,576.0,0,1935,0.0,2,0,0,1787.0,149,0
7168,61.31,0.6676182131,3.3146451565,0.3450718087,0.4690838404327248,4.04,169.4708133,0.933288802,1,1544.0,3,1940,0.172,3,0,1,4098.0,8,0
7169,19.22,0.8982073834000001,1.5014629819999998,3.5179251289999995,0.6287823946720719,2.85,174.1138544,1.5014678388,1,2225.0,3,1924,0.111,3,1,1,9288.0,12,0
7170,88.98,1.4100420114,8.1140776469,1.4640312532,-0.7704498977505112,4.33,167.1401414,1.8899634079,1,1020.0,0,1928,0.07400000000000001,2,1,0,2197.0,35,0
7171,76.15,1.5322952931,8.23905966,1.4589625466,-0.0934065934065934,4.08,164.60666940000004,1.9772911801,1,1108.0,0,1925,0.09,3,1,0,2469.0,3,0
7172,30.69,0.617757523,0.5747181471,4.536049565,0.8535742758437417,3.68,165.25843500000005,0.574717967,2,1772.0,0,1880,0.041,3,0,1,9972.0,69,0
7173,5.65,0.8930804073,5.1133252857,4.3799410515,2.4564339296018467,3.43,189.27894,3.2750681719,1,5327.0,0,1917,0.368,5,1,1,16399.0,17,0
7174,43.07,0.3245896815,0.905823847,4.6225636952,5.44789867587795,3.13,192.69357130000003,0.90582255,1,5742.0,0,1820,0.12,7,1,13,30068.0,0,0
7175,28.59,0.6792085648999999,3.3482653375,0.3770716787,-0.047380295813487086,3.13,192.69357130000003,0.9025793345,1,1908.0,3,1945,0.115,4,0,1,3766.0,0,0
7176,23.79,0.6482456306000001,10.0578646835,2.8131957481,0.5710616438356164,3.25,195.0863121,3.8016324317,1,2204.0,0,1929,0.135,3,1,1,2972.0,24,0
7177,49.49,0.4764939599,0.4387306584,4.5179737046,0.2227965179542981,3.25,164.6735404,0.4387312166,1,1080.0,0,1921,0.035,2,1,1,8522.0,105,0
7178,38.31,0.6643794162,2.0547947779,3.2891907723,0.8385056625974407,3.2,165.9509441,2.0547993023,1,1879.0,3,1917,0.166,4,1,1,9482.0,4,0
7179,14.83,0.2647021846,0.9675914769,4.6414751614,6.965425531914892,2.95,173.0314193,0.9675900551,1,6546.0,0,1916,0.154,8,1,4,45535.0,471,0
7180,61.37,0.6309168534,2.1784529451,3.2366624193,3.9803803199517054,3.32,167.5460189,2.1784574685,2,3408.0,3,1895,0.182,7,1,3,12621.0,0,0
7181,7.69,0.4675282824,0.7627860448,4.5780773079,0.5187256809338522,3.27,189.236479,0.7627851608,1,1058.0,0,1900,0.019,2,0,2,5968.0,213,0
7182,38.48,0.4983160827000001,0.5442301422,1.3702931775999998,-0.2537944762378701,3.35,166.74153180000005,3.3117628684,1,1620.0,6,1912,0.036000000000000004,4,1,0,3591.0,5,0
7183,0.64,1.6700991851,4.709561145,1.7289869186000002,-0.016393442622950817,3.48,188.1609222,0.5718520525999999,1,1134.0,0,1925,0.076,5,1,1,2261.0,72,0
7184,6.94,1.3961852041999998,4.4126111562,1.4307088069999998,0.5477354187031607,2.7,175.2482939,0.32247931280000003,1,1569.0,0,1900,0.055,3,1,1,2046.0,39,0
7185,60.16,0.1774216981,1.3127039893,4.8080703622000005,1.0833901076440933,3.35,166.74153180000005,1.3127017509,1,1372.0,3,2004,0.0,2,0,0,10065.0,45,0
7186,9.93,0.1774216981,1.3127039893,4.8080703622000005,7.814952279957581,2.66,174.9641855,1.3127017509,1,3651.0,3,2004,0.0,7,0,0,25156.0,45,0
7187,32.47,0.1774216981,1.3127039893,4.8080703622000005,2.3413686888978167,4.42,168.7854764,1.3127017509,1,1590.0,3,2004,0.0,2,0,0,16889.0,169,0
7188,54.74,0.1774216981,1.3127039893,4.8080703622000005,2.625723126597605,3.82,168.16883080000005,1.3127017509,1,2168.0,3,2004,0.0,2,0,0,14900.0,246,0
7189,53.65,0.1774216981,1.3127039893,4.8080703622000005,2.4042843498430893,3.31,165.7220839,1.3127017509,1,2513.0,3,2004,0.0,2,0,1,15849.0,88,0
7190,66.52,0.1774216981,1.3127039893,4.8080703622000005,0.21667343348220328,3.46,168.14317490000005,1.3127017509,1,944.0,3,2004,0.0,1,0,0,8322.0,437,0
7191,12.79,0.1774216981,1.3127039893,4.8080703622000005,0.029986962190352018,2.77,176.82254369999995,1.3127017509,1,932.0,3,2004,0.0,1,0,0,9330.0,0,0
7192,8.18,0.1774216981,1.3127039893,4.8080703622000005,0.7481351981351981,3.39,192.8245948,1.3127017509,1,1394.0,3,2004,0.0,2,0,0,11547.0,80,0
7193,54.74,0.1774216981,1.3127039893,4.8080703622000005,2.4911879456477872,3.82,168.16883080000005,1.3127017509,1,2200.0,3,2004,0.0,2,0,1,15404.0,189,0
7194,42.11,0.1774216981,1.3127039893,4.8080703622000005,0.9959946595460614,4.22,163.3624446,1.3127017509,1,1672.0,3,2004,0.0,2,0,0,11751.0,10,0
7195,53.65,0.1774216981,1.3127039893,4.8080703622000005,1.5856187747305226,3.31,165.7220839,1.3127017509,1,1848.0,3,2004,0.0,2,0,0,12531.0,69,0
7196,33.15,0.1774216981,1.3127039893,4.8080703622000005,1.7822861117551587,3.31,194.4612831,1.3127017509,1,1848.0,3,2004,0.0,2,0,0,14296.0,0,0
7197,60.16,0.1774216981,1.3127039893,4.8080703622000005,7.8567924785393135,3.35,166.74153180000005,1.3127017509,1,3887.0,3,2004,0.0,5,0,1,30527.0,0,0
7198,32.47,0.1774216981,1.3127039893,4.8080703622000005,2.080219633052096,4.42,168.7854764,1.3127017509,2,1921.0,3,2004,0.0,2,1,0,12848.0,169,0
7199,38.2,0.1774216981,1.3127039893,4.8080703622000005,5.288059306327773,4.09,163.3011429,1.3127017509,2,2994.0,3,2004,0.0,3,0,2,24646.0,288,0
7200,10.19,0.1774216981,1.3127039893,4.8080703622000005,1.262501606890346,2.72,185.6306252,1.3127017509,1,1806.0,3,2004,0.0,2,0,1,16079.0,0,0
7201,8.14,0.1774216981,1.3127039893,4.8080703622000005,6.3477545262167885,3.36,190.6250739,1.3127017509,3,3754.0,3,2004,0.0,4,0,0,47296.0,0,0
7202,42.6,0.1774216981,1.3127039893,4.8080703622000005,0.4550087166420813,4.08,164.60666940000004,1.3127017509,1,1290.0,3,2004,0.0,1,0,0,9212.0,10,0
7203,49.49,0.1774216981,1.3127039893,4.8080703622000005,-0.8979869423286181,3.25,164.6735404,1.3127017509,1,2168.0,3,2004,0.0,1,0,0,14900.0,9,0
7204,81.1,0.6872520487999999,10.0141245273,2.7662731564,0.4243081931633207,3.35,166.74153180000005,3.7513816303,1,1951.0,0,1942,0.066,5,1,2,3853.0,59,0
7205,87.42,1.8128607681,9.9803907096,0.3425974249,-0.4305239179954442,4.22,163.3624446,0.64821278,1,1200.0,0,1980,0.044,4,1,0,1828.0,135,0
7206,29.39,0.2305160571,1.0059158876,4.661841037,1.4892761394101877,3.2,165.9509441,1.0059143203,2,3078.0,0,1815,0.08199999999999999,6,1,5,17533.0,0,0
7207,8.06,1.5482821522,4.5815984182,1.6009275493,0.8065045992115637,2.66,174.7804831,0.4534249677,2,1619.0,0,1911,0.106,3,1,0,2538.0,26,0
7208,5.37,0.3274742233,2.1664348037,4.2434044485000015,0.9885083370887788,3.35,188.9390719,2.1664351313,1,3276.0,0,1979,0.115,4,1,2,10995.0,38,0
7209,87.76,0.6663638432,10.068295941,2.8223203356,0.9983792544570502,3.32,167.5460189,3.809287277,3,1898.0,0,1927,0.053,4,1,0,3087.0,51,0
7210,43.91,0.8763849852,1.5691715147,3.465620864,0.947859576359058,3.2,164.0254855,1.5691764454,1,2690.0,3,1925,0.085,6,1,1,10482.0,0,0
7211,79.36,1.2170174605,7.970225161,1.5532445072,0.06855918585966791,3.66,166.02525580000002,1.8305047538,2,1748.0,0,1942,0.039,3,1,0,2100.0,51,0
7212,1.52,0.410769336,0.3985981478,1.1947630103,0.0779616724738676,2.66,174.7804831,3.1416862216,1,1642.0,6,1914,0.035,3,1,0,3996.0,8,0
7213,8.76,0.3033778,0.2665045899,4.5362365349,1.162265595101416,3.17,187.9588779,0.2665059341,1,1804.0,0,1815,0.092,3,0,1,14838.0,6,0
7214,1.41,0.2993519461,1.2879305453,1.5054469834,0.7222703639514731,2.7,175.2482939,3.0917279829,1,2950.0,3,1895,0.107,6,1,2,6673.0,22,0
7215,6.09,1.5436901579,4.5803450758,1.600340397,0.5184325857179686,3.24,195.8744368,0.447655608,1,1583.0,0,1911,0.106,4,1,0,2921.0,5,0
7216,29.72,1.1611455336,7.973572528200001,1.6029898739,0.2318075117370892,2.69,175.0512181,1.8567373942,2,1740.0,0,1942,0.057,4,0,0,1985.0,5,0
7217,32.95,0.8667301014,1.5746342988,3.4687833477,0.8261002444987775,4.09,163.3011429,1.5746391893,1,2518.0,3,1924,0.085,4,1,1,8521.0,73,0
7218,26.27,1.4085149178999998,10.3720159243,0.4350761272,0.5473130841121495,3.16,164.31463390000005,0.3720225201,1,1880.0,3,2003,0.07200000000000001,3,1,0,2529.0,88,0
7219,15.33,0.7858163421,4.5073357963,3.8461208832,-0.06001711282239335,3.14,168.5979178,3.136448949,1,1721.0,0,1935,0.138,4,1,2,7095.0,240,0
7220,20.52,1.081416928,4.067593445,1.0854538506,0.1013215859030837,2.8,174.8671796,0.2365496915,1,1560.0,0,1926,0.041,3,1,1,2394.0,11,0
7221,19.22,0.2803572092,2.3145949109,2.4935014058,-0.4643115679745186,2.85,174.1138544,2.3146021275,1,797.0,4,1944,0.0,1,0,0,2146.0,28,0
7222,13.36,0.6676849186,4.7730097202,4.079920187,-0.11663902708678828,3.24,195.8744368,3.1987301257,2,2280.0,0,1915,0.117,4,1,1,6295.0,9,0
7223,5.79,1.7237407797,9.1481703987,1.9609663499,0.8401658222017504,3.48,188.1721628,2.8132641494,1,1258.0,0,1965,0.156,4,1,0,2028.0,10,0
7224,13.91,0.7509174248,1.7399061297,3.4183026944,3.2675976061556,2.69,175.0512181,1.7399107722,1,4259.0,3,1923,0.23,6,1,2,16741.0,196,0
7225,50.95,0.5570480876,1.5614157843,1.6835963538999998,0.16356877323420074,4.08,164.60666940000004,2.9027347043,1,1207.0,0,1984,0.0,2,0,1,3831.0,86,0
7226,13.97,0.6124254591,2.047347626,3.3474131784,2.5262807717897537,3.27,195.9526553,2.0473519077,1,4090.0,3,1919,0.185,5,1,2,16979.0,8,0
7227,6.16,0.6950037907,4.7152668701,4.025225443,0.07251107484262066,2.72,185.6306252,3.1652527774,1,2522.0,0,1931,0.119,4,1,1,7906.0,8,0
7228,42.17,0.9649605629,5.2380708372,4.4980671195,0.20114513318396807,3.69,168.89499540000003,3.3485654831,1,2527.0,0,1931,0.136,4,1,1,6774.0,7,0
7229,58.36,0.6843888703000001,2.9802638758999995,0.1539061862,0.6623685103495079,3.91,167.9615905,1.2628910725,1,2074.0,3,1968,0.078,4,1,1,4007.0,71,0
7230,0.68,1.3291819498000002,4.3500865108,1.3695206378,0.1854583772391992,3.36,190.6250739,0.259642983,1,1554.0,0,1917,0.098,4,1,1,2941.0,21,0
7231,51.79,0.2379593069,2.3430927469,2.4935911254,-0.6229829588297391,3.31,165.7220839,2.3430998641,1,644.0,4,1944,0.0,1,0,0,2439.0,23,0
7232,40.45,1.4333620438,10.3681903639,0.4098688068,0.6828115770821028,3.25,164.6735404,0.3568962996,1,1892.0,3,2002,0.078,3,1,0,2879.0,21,0
7233,6.01,0.2197581153,2.1461692227,4.1364925523,0.3239875735049373,3.29,194.8306605,2.1461700053,1,2448.0,0,1976,0.322,5,1,3,10625.0,7,0
7234,7.69,0.2360501273,1.0076227035,4.684171899,0.8178501945525292,3.27,189.236479,1.0076209335,2,1870.0,0,1820,0.049,4,1,4,13220.0,7,0
7235,75.11,1.8866304157,8.9718636238,1.8164074656,0.6773808122424956,3.25,164.6735404,2.6376539622,1,1334.0,0,1968,0.115,3,1,1,2870.0,63,0
7236,38.6,0.4351111631,0.7953167878,4.6181511517,3.566473988439306,3.21,194.1442297,0.7953154447,3,2814.0,0,1900,0.102,5,1,3,17351.0,4,0
