RegionID,RegionName,City,State,Metro,CountyName,SizeRank,Month,PctOfHomesIncreasingInValues
66133,20009,Washington,DC,Washington,District of Columbia,25,2010-06,64.12
66133,20009,Washington,DC,Washington,District of Columbia,25,2010-07,64.32
66133,20009,Washington,DC,Washington,District of Columbia,25,2010-08,64.5
66133,20009,Washington,DC,Washington,District of Columbia,25,2010-09,60.07
66133,20009,Washington,DC,Washington,District of Columbia,25,2010-10,55.9
66133,20009,Washington,DC,Washington,District of Columbia,25,2010-11,48.06
66133,20009,Washington,DC,Washington,District of Columbia,25,2010-12,44.68
66133,20009,Washington,DC,Washington,District of Columbia,25,2011-01,40.36
66133,20009,Washington,DC,Washington,District of Columbia,25,2011-02,35.88
66133,20009,Washington,DC,Washington,District of Columbia,25,2011-03,36.8
66133,20009,Washington,DC,Washington,District of Columbia,25,2011-04,35.5
66133,20009,Washington,DC,Washington,District of Columbia,25,2011-05,33.76
66133,20009,Washington,DC,Washington,District of Columbia,25,2011-06,30.32
66133,20009,Washington,DC,Washington,District of Columbia,25,2011-07,27.72
66133,20009,Washington,DC,Washington,District of Columbia,25,2011-08,26.29
66133,20009,Washington,DC,Washington,District of Columbia,25,2011-09,28.43
66133,20009,Washington,DC,Washington,District of Columbia,25,2011-10,32.41
66133,20009,Washington,DC,Washington,District of Columbia,25,2011-11,37.54
66133,20009,Washington,DC,Washington,District of Columbia,25,2011-12,43.23
66133,20009,Washington,DC,Washington,District of Columbia,25,2012-01,51.56
66133,20009,Washington,DC,Washington,District of Columbia,25,2012-02,58.58
66133,20009,Washington,DC,Washington,District of Columbia,25,2012-03,60.9
66133,20009,Washington,DC,Washington,District of Columbia,25,2012-04,69.65
66133,20009,Washington,DC,Washington,District of Columbia,25,2012-05,74.57
66133,20009,Washington,DC,Washington,District of Columbia,25,2012-06,78.64
66133,20009,Washington,DC,Washington,District of Columbia,25,2012-07,83.02
66133,20009,Washington,DC,Washington,District of Columbia,25,2012-08,86.34
66133,20009,Washington,DC,Washington,District of Columbia,25,2012-09,88.4
66133,20009,Washington,DC,Washington,District of Columbia,25,2012-10,88.9
66133,20009,Washington,DC,Washington,District of Columbia,25,2012-11,89.22
66133,20009,Washington,DC,Washington,District of Columbia,25,2012-12,90.3
66133,20009,Washington,DC,Washington,District of Columbia,25,2013-01,89.51
66133,20009,Washington,DC,Washington,District of Columbia,25,2013-02,89.25
66133,20009,Washington,DC,Washington,District of Columbia,25,2013-03,88.89
66133,20009,Washington,DC,Washington,District of Columbia,25,2013-04,89.27
66133,20009,Washington,DC,Washington,District of Columbia,25,2013-05,89.27
66133,20009,Washington,DC,Washington,District of Columbia,25,2013-06,89.88
66133,20009,Washington,DC,Washington,District of Columbia,25,2013-07,91.04
66133,20009,Washington,DC,Washington,District of Columbia,25,2013-08,91.43
66133,20009,Washington,DC,Washington,District of Columbia,25,2013-09,91.5
66133,20009,Washington,DC,Washington,District of Columbia,25,2013-10,92.99
66133,20009,Washington,DC,Washington,District of Columbia,25,2013-11,92.23
66133,20009,Washington,DC,Washington,District of Columbia,25,2013-12,92.16
66133,20009,Washington,DC,Washington,District of Columbia,25,2014-01,93.34
66133,20009,Washington,DC,Washington,District of Columbia,25,2014-02,93.89
66133,20009,Washington,DC,Washington,District of Columbia,25,2014-03,93.34
66133,20009,Washington,DC,Washington,District of Columbia,25,2014-04,92.19
66133,20009,Washington,DC,Washington,District of Columbia,25,2014-05,87.8
66133,20009,Washington,DC,Washington,District of Columbia,25,2014-06,82.39
66133,20009,Washington,DC,Washington,District of Columbia,25,2014-07,76.62
66133,20009,Washington,DC,Washington,District of Columbia,25,2014-08,69.97
66133,20009,Washington,DC,Washington,District of Columbia,25,2014-09,61.91
66133,20009,Washington,DC,Washington,District of Columbia,25,2014-10,54.28
66133,20009,Washington,DC,Washington,District of Columbia,25,2014-11,50.88
66133,20009,Washington,DC,Washington,District of Columbia,25,2014-12,47.71
66133,20009,Washington,DC,Washington,District of Columbia,25,2015-01,42.91
66133,20009,Washington,DC,Washington,District of Columbia,25,2015-02,45.36
66133,20009,Washington,DC,Washington,District of Columbia,25,2015-03,48.61
66133,20009,Washington,DC,Washington,District of Columbia,25,2015-04,48.42
66133,20009,Washington,DC,Washington,District of Columbia,25,2015-05,49.98
66133,20009,Washington,DC,Washington,District of Columbia,25,2015-06,51.94
66133,20009,Washington,DC,Washington,District of Columbia,25,2015-07,53.97
66133,20009,Washington,DC,Washington,District of Columbia,25,2015-08,46.6
