RegionName,City,State,Metro,CountyName,SizeRank,Month,MedianListingPrice
Logan Circle,Washington,DC,Washington,District of Columbia,547,2013-03,
Logan Circle,Washington,DC,Washington,District of Columbia,547,2013-04,
Logan Circle,Washington,DC,Washington,District of Columbia,547,2013-05,
Logan Circle,Washington,DC,Washington,District of Columbia,547,2013-06,
Logan Circle,Washington,DC,Washington,District of Columbia,547,2013-07,
Logan Circle,Washington,DC,Washington,District of Columbia,547,2013-08,
Logan Circle,Washington,DC,Washington,District of Columbia,547,2013-09,
Logan Circle,Washington,DC,Washington,District of Columbia,547,2013-10,
Logan Circle,Washington,DC,Washington,District of Columbia,547,2013-11,
Logan Circle,Washington,DC,Washington,District of Columbia,547,2013-12,
Logan Circle,Washington,DC,Washington,District of Columbia,547,2014-01,
Logan Circle,Washington,DC,Washington,District of Columbia,547,2014-02,
Logan Circle,Washington,DC,Washington,District of Columbia,547,2014-03,
Logan Circle,Washington,DC,Washington,District of Columbia,547,2014-04,
Logan Circle,Washington,DC,Washington,District of Columbia,547,2014-05,
Logan Circle,Washington,DC,Washington,District of Columbia,547,2014-06,
Logan Circle,Washington,DC,Washington,District of Columbia,547,2014-07,
Logan Circle,Washington,DC,Washington,District of Columbia,547,2014-08,
Logan Circle,Washington,DC,Washington,District of Columbia,547,2014-09,
Logan Circle,Washington,DC,Washington,District of Columbia,547,2014-10,
Logan Circle,Washington,DC,Washington,District of Columbia,547,2014-11,
Logan Circle,Washington,DC,Washington,District of Columbia,547,2014-12,
Logan Circle,Washington,DC,Washington,District of Columbia,547,2015-01,
Logan Circle,Washington,DC,Washington,District of Columbia,547,2015-02,
Logan Circle,Washington,DC,Washington,District of Columbia,547,2015-03,
Logan Circle,Washington,DC,Washington,District of Columbia,547,2015-04,
Logan Circle,Washington,DC,Washington,District of Columbia,547,2015-05,
Logan Circle,Washington,DC,Washington,District of Columbia,547,2015-06,
Logan Circle,Washington,DC,Washington,District of Columbia,547,2015-07,
Logan Circle,Washington,DC,Washington,District of Columbia,547,2015-08,437500
Logan Circle,Washington,DC,Washington,District of Columbia,547,2015-09,499450
Logan Circle,Washington,DC,Washington,District of Columbia,547,2015-10,529900
Logan Circle,Washington,DC,Washington,District of Columbia,547,2015-11,549000
Logan Circle,Washington,DC,Washington,District of Columbia,547,2015-12,484950
Logan Circle,Washington,DC,Washington,District of Columbia,547,2016-01,520000
Logan Circle,Washington,DC,Washington,District of Columbia,547,2016-02,504499.5
Logan Circle,Washington,DC,Washington,District of Columbia,547,2016-03,499000
Logan Circle,Washington,DC,Washington,District of Columbia,547,2016-04,485000
Logan Circle,Washington,DC,Washington,District of Columbia,547,2016-05,469000
Logan Circle,Washington,DC,Washington,District of Columbia,547,2016-06,545000
Logan Circle,Washington,DC,Washington,District of Columbia,547,2016-07,555000
Logan Circle,Washington,DC,Washington,District of Columbia,547,2016-08,555000
Dupont Circle,Washington,DC,Washington,District of Columbia,589,2010-01,
Dupont Circle,Washington,DC,Washington,District of Columbia,589,2010-02,
Dupont Circle,Washington,DC,Washington,District of Columbia,589,2010-03,
Dupont Circle,Washington,DC,Washington,District of Columbia,589,2010-04,
Dupont Circle,Washington,DC,Washington,District of Columbia,589,2010-05,
Dupont Circle,Washington,DC,Washington,District of Columbia,589,2010-06,
Dupont Circle,Washington,DC,Washington,District of Columbia,589,2010-07,
Dupont Circle,Washington,DC,Washington,District of Columbia,589,2010-08,
Dupont Circle,Washington,DC,Washington,District of Columbia,589,2010-09,
Dupont Circle,Washington,DC,Washington,District of Columbia,589,2010-10,
Dupont Circle,Washington,DC,Washington,District of Columbia,589,2010-11,
Dupont Circle,Washington,DC,Washington,District of Columbia,589,2010-12,
Dupont Circle,Washington,DC,Washington,District of Columbia,589,2011-01,
Dupont Circle,Washington,DC,Washington,District of Columbia,589,2011-02,
Dupont Circle,Washington,DC,Washington,District of Columbia,589,2011-03,
Dupont Circle,Washington,DC,Washington,District of Columbia,589,2011-04,
Dupont Circle,Washington,DC,Washington,District of Columbia,589,2011-05,
Dupont Circle,Washington,DC,Washington,District of Columbia,589,2011-06,
Dupont Circle,Washington,DC,Washington,District of Columbia,589,2011-07,
Dupont Circle,Washington,DC,Washington,District of Columbia,589,2011-08,
Dupont Circle,Washington,DC,Washington,District of Columbia,589,2011-09,
Dupont Circle,Washington,DC,Washington,District of Columbia,589,2011-10,
Dupont Circle,Washington,DC,Washington,District of Columbia,589,2011-11,
Dupont Circle,Washington,DC,Washington,District of Columbia,589,2011-12,
Dupont Circle,Washington,DC,Washington,District of Columbia,589,2012-01,
Dupont Circle,Washington,DC,Washington,District of Columbia,589,2012-02,
Dupont Circle,Washington,DC,Washington,District of Columbia,589,2012-03,
Dupont Circle,Washington,DC,Washington,District of Columbia,589,2012-04,
Dupont Circle,Washington,DC,Washington,District of Columbia,589,2012-05,
Dupont Circle,Washington,DC,Washington,District of Columbia,589,2012-06,
Dupont Circle,Washington,DC,Washington,District of Columbia,589,2012-07,
Dupont Circle,Washington,DC,Washington,District of Columbia,589,2012-08,
Dupont Circle,Washington,DC,Washington,District of Columbia,589,2012-09,
