RegionID,RegionName,City,State,Metro,CountyName,SizeRank,Month,Zhvi
121676,Benning Heights,Washington,DC,Washington,District of Columbia,4579,2006-09,252100
121676,Benning Heights,Washington,DC,Washington,District of Columbia,4579,2006-10,250900
121676,Benning Heights,Washington,DC,Washington,District of Columbia,4579,2006-11,250300
121676,Benning Heights,Washington,DC,Washington,District of Columbia,4579,2006-12,249000
121676,Benning Heights,Washington,DC,Washington,District of Columbia,4579,2007-01,247800
121676,Benning Heights,Washington,DC,Washington,District of Columbia,4579,2007-02,247900
121676,Benning Heights,Washington,DC,Washington,District of Columbia,4579,2007-03,248100
121676,Benning Heights,Washington,DC,Washington,District of Columbia,4579,2007-04,247700
121676,Benning Heights,Washington,DC,Washington,District of Columbia,4579,2007-05,248400
121676,Benning Heights,Washington,DC,Washington,District of Columbia,4579,2007-06,249500
121676,Benning Heights,Washington,DC,Washington,District of Columbia,4579,2007-07,249400
121676,Benning Heights,Washington,DC,Washington,District of Columbia,4579,2007-08,249400
121676,Benning Heights,Washington,DC,Washington,District of Columbia,4579,2007-09,250800
121676,Benning Heights,Washington,DC,Washington,District of Columbia,4579,2007-10,251900
121676,Benning Heights,Washington,DC,Washington,District of Columbia,4579,2007-11,251500
121676,Benning Heights,Washington,DC,Washington,District of Columbia,4579,2007-12,249800
121676,Benning Heights,Washington,DC,Washington,District of Columbia,4579,2008-01,247700
121676,Benning Heights,Washington,DC,Washington,District of Columbia,4579,2008-02,245200
121676,Benning Heights,Washington,DC,Washington,District of Columbia,4579,2008-03,243000
121676,Benning Heights,Washington,DC,Washington,District of Columbia,4579,2008-04,241600
121676,Benning Heights,Washington,DC,Washington,District of Columbia,4579,2008-05,241300
121676,Benning Heights,Washington,DC,Washington,District of Columbia,4579,2008-06,240200
121676,Benning Heights,Washington,DC,Washington,District of Columbia,4579,2008-07,239700
121676,Benning Heights,Washington,DC,Washington,District of Columbia,4579,2008-08,239500
121676,Benning Heights,Washington,DC,Washington,District of Columbia,4579,2008-09,238700
121676,Benning Heights,Washington,DC,Washington,District of Columbia,4579,2008-10,237300
121676,Benning Heights,Washington,DC,Washington,District of Columbia,4579,2008-11,236500
121676,Benning Heights,Washington,DC,Washington,District of Columbia,4579,2008-12,235500
121676,Benning Heights,Washington,DC,Washington,District of Columbia,4579,2009-01,233700
121676,Benning Heights,Washington,DC,Washington,District of Columbia,4579,2009-02,232600
121676,Benning Heights,Washington,DC,Washington,District of Columbia,4579,2009-03,232000
121676,Benning Heights,Washington,DC,Washington,District of Columbia,4579,2009-04,230100
121676,Benning Heights,Washington,DC,Washington,District of Columbia,4579,2009-05,225400
121676,Benning Heights,Washington,DC,Washington,District of Columbia,4579,2009-06,220100
121676,Benning Heights,Washington,DC,Washington,District of Columbia,4579,2009-07,214900
121676,Benning Heights,Washington,DC,Washington,District of Columbia,4579,2009-08,211000
