RegionName,City,State,Metro,CountyName,SizeRank,Month,MedianRentalPricePerSqft
20009,Washington,DC,Washington,District of Columbia,32,2010-02,
20009,Washington,DC,Washington,District of Columbia,32,2010-03,
20009,Washington,DC,Washington,District of Columbia,32,2010-04,
20009,Washington,DC,Washington,District of Columbia,32,2010-05,
20009,Washington,DC,Washington,District of Columbia,32,2010-06,
20009,Washington,DC,Washington,District of Columbia,32,2010-07,
20009,Washington,DC,Washington,District of Columbia,32,2010-08,
20009,Washington,DC,Washington,District of Columbia,32,2010-09,
20009,Washington,DC,Washington,District of Columbia,32,2010-10,
20009,Washington,DC,Washington,District of Columbia,32,2010-11,
20009,Washington,DC,Washington,District of Columbia,32,2010-12,
20009,Washington,DC,Washington,District of Columbia,32,2011-01,3.349515
20009,Washington,DC,Washington,District of Columbia,32,2011-02,3.302846
20009,Washington,DC,Washington,District of Columbia,32,2011-03,3.235876
20009,Washington,DC,Washington,District of Columbia,32,2011-04,3.160999
20009,Washington,DC,Washington,District of Columbia,32,2011-05,3.088928
20009,Washington,DC,Washington,District of Columbia,32,2011-06,3.106451
20009,Washington,DC,Washington,District of Columbia,32,2011-07,3.19052
20009,Washington,DC,Washington,District of Columbia,32,2011-08,3.114509
20009,Washington,DC,Washington,District of Columbia,32,2011-09,3.11253
20009,Washington,DC,Washington,District of Columbia,32,2011-10,3.12232
20009,Washington,DC,Washington,District of Columbia,32,2011-11,2.960263
20009,Washington,DC,Washington,District of Columbia,32,2011-12,2.991427
20009,Washington,DC,Washington,District of Columbia,32,2012-01,2.854077
20009,Washington,DC,Washington,District of Columbia,32,2012-02,3.014318
20009,Washington,DC,Washington,District of Columbia,32,2012-03,3.054234
20009,Washington,DC,Washington,District of Columbia,32,2012-04,3.012692
20009,Washington,DC,Washington,District of Columbia,32,2012-05,3.19417
20009,Washington,DC,Washington,District of Columbia,32,2012-06,3.251252
20009,Washington,DC,Washington,District of Columbia,32,2012-07,3.175393
20009,Washington,DC,Washington,District of Columbia,32,2012-08,3.228782
20009,Washington,DC,Washington,District of Columbia,32,2012-09,3.215993
20009,Washington,DC,Washington,District of Columbia,32,2012-10,3.582906
20009,Washington,DC,Washington,District of Columbia,32,2012-11,3.634884
20009,Washington,DC,Washington,District of Columbia,32,2012-12,3.616379
20009,Washington,DC,Washington,District of Columbia,32,2013-01,3.625378
20009,Washington,DC,Washington,District of Columbia,32,2013-02,3.658574
20009,Washington,DC,Washington,District of Columbia,32,2013-03,3.745984
20009,Washington,DC,Washington,District of Columbia,32,2013-04,3.655378
20009,Washington,DC,Washington,District of Columbia,32,2013-05,3.397213
20009,Washington,DC,Washington,District of Columbia,32,2013-06,3.42
20009,Washington,DC,Washington,District of Columbia,32,2013-07,3.313428
20009,Washington,DC,Washington,District of Columbia,32,2013-08,3.428571
20009,Washington,DC,Washington,District of Columbia,32,2013-09,3.438424
20009,Washington,DC,Washington,District of Columbia,32,2013-10,3.362152
20009,Washington,DC,Washington,District of Columbia,32,2013-11,3.305625
20009,Washington,DC,Washington,District of Columbia,32,2013-12,3.217822
20009,Washington,DC,Washington,District of Columbia,32,2014-01,3.125
20009,Washington,DC,Washington,District of Columbia,32,2014-02,3.335925
20009,Washington,DC,Washington,District of Columbia,32,2014-03,3.3
20009,Washington,DC,Washington,District of Columbia,32,2014-04,3.254438
20009,Washington,DC,Washington,District of Columbia,32,2014-05,3.348997
20009,Washington,DC,Washington,District of Columbia,32,2014-06,3.276534
20009,Washington,DC,Washington,District of Columbia,32,2014-07,3.268942
20009,Washington,DC,Washington,District of Columbia,32,2014-08,3.334629
20009,Washington,DC,Washington,District of Columbia,32,2014-09,3.28084
20009,Washington,DC,Washington,District of Columbia,32,2014-10,3.25
20009,Washington,DC,Washington,District of Columbia,32,2014-11,3.222477
20009,Washington,DC,Washington,District of Columbia,32,2014-12,3.245614
20009,Washington,DC,Washington,District of Columbia,32,2015-01,3.347889
20009,Washington,DC,Washington,District of Columbia,32,2015-02,3.290306
20009,Washington,DC,Washington,District of Columbia,32,2015-03,3.467742
20009,Washington,DC,Washington,District of Columbia,32,2015-04,3.518124
20009,Washington,DC,Washington,District of Columbia,32,2015-05,3.568599
20009,Washington,DC,Washington,District of Columbia,32,2015-06,3.578167
20009,Washington,DC,Washington,District of Columbia,32,2015-07,3.425453
20009,Washington,DC,Washington,District of Columbia,32,2015-08,3.424658
20009,Washington,DC,Washington,District of Columbia,32,2015-09,3.527181
20009,Washington,DC,Washington,District of Columbia,32,2015-10,3.469306
20009,Washington,DC,Washington,District of Columbia,32,2015-11,3.509062
20009,Washington,DC,Washington,District of Columbia,32,2015-12,3.585586
20009,Washington,DC,Washington,District of Columbia,32,2016-01,3.579103
20009,Washington,DC,Washington,District of Columbia,32,2016-02,3.571429
20009,Washington,DC,Washington,District of Columbia,32,2016-03,3.515264
20009,Washington,DC,Washington,District of Columbia,32,2016-04,3.489933
20009,Washington,DC,Washington,District of Columbia,32,2016-05,3.7
20009,Washington,DC,Washington,District of Columbia,32,2016-06,3.564
20009,Washington,DC,Washington,District of Columbia,32,2016-07,3.669725
20009,Washington,DC,Washington,District of Columbia,32,2016-08,3.371698
20002,Washington,DC,Washington,District of Columbia,37,2010-02,
20002,Washington,DC,Washington,District of Columbia,37,2010-03,
20002,Washington,DC,Washington,District of Columbia,37,2010-04,
20002,Washington,DC,Washington,District of Columbia,37,2010-05,
20002,Washington,DC,Washington,District of Columbia,37,2010-06,
20002,Washington,DC,Washington,District of Columbia,37,2010-07,
20002,Washington,DC,Washington,District of Columbia,37,2010-08,
20002,Washington,DC,Washington,District of Columbia,37,2010-09,
20002,Washington,DC,Washington,District of Columbia,37,2010-10,
20002,Washington,DC,Washington,District of Columbia,37,2010-11,
20002,Washington,DC,Washington,District of Columbia,37,2010-12,
20002,Washington,DC,Washington,District of Columbia,37,2011-01,
20002,Washington,DC,Washington,District of Columbia,37,2011-02,
20002,Washington,DC,Washington,District of Columbia,37,2011-03,
20002,Washington,DC,Washington,District of Columbia,37,2011-04,
20002,Washington,DC,Washington,District of Columbia,37,2011-05,
20002,Washington,DC,Washington,District of Columbia,37,2011-06,
20002,Washington,DC,Washington,District of Columbia,37,2011-07,
20002,Washington,DC,Washington,District of Columbia,37,2011-08,
20002,Washington,DC,Washington,District of Columbia,37,2011-09,
20002,Washington,DC,Washington,District of Columbia,37,2011-10,
20002,Washington,DC,Washington,District of Columbia,37,2011-11,
20002,Washington,DC,Washington,District of Columbia,37,2011-12,
20002,Washington,DC,Washington,District of Columbia,37,2012-01,
20002,Washington,DC,Washington,District of Columbia,37,2012-02,2.097179
20002,Washington,DC,Washington,District of Columbia,37,2012-03,1.869703
20002,Washington,DC,Washington,District of Columbia,37,2012-04,1.864407
20002,Washington,DC,Washington,District of Columbia,37,2012-05,2.12645
20002,Washington,DC,Washington,District of Columbia,37,2012-06,2.094298
20002,Washington,DC,Washington,District of Columbia,37,2012-07,1.909722
20002,Washington,DC,Washington,District of Columbia,37,2012-08,1.99959
20002,Washington,DC,Washington,District of Columbia,37,2012-09,2.047608
20002,Washington,DC,Washington,District of Columbia,37,2012-10,1.839015
20002,Washington,DC,Washington,District of Columbia,37,2012-11,1.902281
20002,Washington,DC,Washington,District of Columbia,37,2012-12,2.177083
20002,Washington,DC,Washington,District of Columbia,37,2013-01,2.173997
20002,Washington,DC,Washington,District of Columbia,37,2013-02,2.204861
20002,Washington,DC,Washington,District of Columbia,37,2013-03,2.059661
20002,Washington,DC,Washington,District of Columbia,37,2013-04,2.159553
20002,Washington,DC,Washington,District of Columbia,37,2013-05,2.078125
20002,Washington,DC,Washington,District of Columbia,37,2013-06,2.171269
20002,Washington,DC,Washington,District of Columbia,37,2013-07,2.233903
20002,Washington,DC,Washington,District of Columbia,37,2013-08,2.380952
20002,Washington,DC,Washington,District of Columbia,37,2013-09,2.439623
20002,Washington,DC,Washington,District of Columbia,37,2013-10,2.548888
20002,Washington,DC,Washington,District of Columbia,37,2013-11,2.430556
20002,Washington,DC,Washington,District of Columbia,37,2013-12,2.397096
20002,Washington,DC,Washington,District of Columbia,37,2014-01,2.174761
20002,Washington,DC,Washington,District of Columbia,37,2014-02,2.104199
20002,Washington,DC,Washington,District of Columbia,37,2014-03,2.120641
20002,Washington,DC,Washington,District of Columbia,37,2014-04,2.05116
20002,Washington,DC,Washington,District of Columbia,37,2014-05,2.109375
20002,Washington,DC,Washington,District of Columbia,37,2014-06,2.21169
20002,Washington,DC,Washington,District of Columbia,37,2014-07,2.333855
20002,Washington,DC,Washington,District of Columbia,37,2014-08,2.457143
20002,Washington,DC,Washington,District of Columbia,37,2014-09,2.435662
20002,Washington,DC,Washington,District of Columbia,37,2014-10,2.280992
20002,Washington,DC,Washington,District of Columbia,37,2014-11,2.352037
20002,Washington,DC,Washington,District of Columbia,37,2014-12,2.283652
20002,Washington,DC,Washington,District of Columbia,37,2015-01,2.106338
20002,Washington,DC,Washington,District of Columbia,37,2015-02,2.275316
20002,Washington,DC,Washington,District of Columbia,37,2015-03,2.345582
20002,Washington,DC,Washington,District of Columbia,37,2015-04,2.375
20002,Washington,DC,Washington,District of Columbia,37,2015-05,2.375749
20002,Washington,DC,Washington,District of Columbia,37,2015-06,2.345582
20002,Washington,DC,Washington,District of Columbia,37,2015-07,2.372881
20002,Washington,DC,Washington,District of Columbia,37,2015-08,2.372263
20002,Washington,DC,Washington,District of Columbia,37,2015-09,2.490584
20002,Washington,DC,Washington,District of Columbia,37,2015-10,2.395547
20002,Washington,DC,Washington,District of Columbia,37,2015-11,2.369761
20002,Washington,DC,Washington,District of Columbia,37,2015-12,2.329193
20002,Washington,DC,Washington,District of Columbia,37,2016-01,2.3125
20002,Washington,DC,Washington,District of Columbia,37,2016-02,2.475248
20002,Washington,DC,Washington,District of Columbia,37,2016-03,2.359882
20002,Washington,DC,Washington,District of Columbia,37,2016-04,2.368733
20002,Washington,DC,Washington,District of Columbia,37,2016-05,2.516129
20002,Washington,DC,Washington,District of Columbia,37,2016-06,2.447392
20002,Washington,DC,Washington,District of Columbia,37,2016-07,2.42557
20002,Washington,DC,Washington,District of Columbia,37,2016-08,2.494168
20011,Washington,DC,Washington,District of Columbia,113,2010-02,
20011,Washington,DC,Washington,District of Columbia,113,2010-03,
20011,Washington,DC,Washington,District of Columbia,113,2010-04,
20011,Washington,DC,Washington,District of Columbia,113,2010-05,
20011,Washington,DC,Washington,District of Columbia,113,2010-06,
20011,Washington,DC,Washington,District of Columbia,113,2010-07,
20011,Washington,DC,Washington,District of Columbia,113,2010-08,
20011,Washington,DC,Washington,District of Columbia,113,2010-09,
20011,Washington,DC,Washington,District of Columbia,113,2010-10,
20011,Washington,DC,Washington,District of Columbia,113,2010-11,
20011,Washington,DC,Washington,District of Columbia,113,2010-12,
20011,Washington,DC,Washington,District of Columbia,113,2011-01,
20011,Washington,DC,Washington,District of Columbia,113,2011-02,
20011,Washington,DC,Washington,District of Columbia,113,2011-03,
20011,Washington,DC,Washington,District of Columbia,113,2011-04,
20011,Washington,DC,Washington,District of Columbia,113,2011-05,
20011,Washington,DC,Washington,District of Columbia,113,2011-06,
20011,Washington,DC,Washington,District of Columbia,113,2011-07,
20011,Washington,DC,Washington,District of Columbia,113,2011-08,
20011,Washington,DC,Washington,District of Columbia,113,2011-09,
20011,Washington,DC,Washington,District of Columbia,113,2011-10,
20011,Washington,DC,Washington,District of Columbia,113,2011-11,
20011,Washington,DC,Washington,District of Columbia,113,2011-12,
20011,Washington,DC,Washington,District of Columbia,113,2012-01,
20011,Washington,DC,Washington,District of Columbia,113,2012-02,
20011,Washington,DC,Washington,District of Columbia,113,2012-03,
20011,Washington,DC,Washington,District of Columbia,113,2012-04,
20011,Washington,DC,Washington,District of Columbia,113,2012-05,1.758906
20011,Washington,DC,Washington,District of Columbia,113,2012-06,1.757813
20011,Washington,DC,Washington,District of Columbia,113,2012-07,1.708571
20011,Washington,DC,Washington,District of Columbia,113,2012-08,1.747312
20011,Washington,DC,Washington,District of Columbia,113,2012-09,1.873239
20011,Washington,DC,Washington,District of Columbia,113,2012-10,1.942152
20011,Washington,DC,Washington,District of Columbia,113,2012-11,1.933333
20011,Washington,DC,Washington,District of Columbia,113,2012-12,2.266563
20011,Washington,DC,Washington,District of Columbia,113,2013-01,2.039359
20011,Washington,DC,Washington,District of Columbia,113,2013-02,1.707327
20011,Washington,DC,Washington,District of Columbia,113,2013-03,1.816704
20011,Washington,DC,Washington,District of Columbia,113,2013-04,1.983838
20011,Washington,DC,Washington,District of Columbia,113,2013-05,1.983838
20011,Washington,DC,Washington,District of Columbia,113,2013-06,1.916952
20011,Washington,DC,Washington,District of Columbia,113,2013-07,2.041266
20011,Washington,DC,Washington,District of Columbia,113,2013-08,1.886238
20011,Washington,DC,Washington,District of Columbia,113,2013-09,1.886238
20011,Washington,DC,Washington,District of Columbia,113,2013-10,1.893939
20011,Washington,DC,Washington,District of Columbia,113,2013-11,1.984127
20011,Washington,DC,Washington,District of Columbia,113,2013-12,2.006674
20011,Washington,DC,Washington,District of Columbia,113,2014-01,2.006674
20011,Washington,DC,Washington,District of Columbia,113,2014-02,1.930147
20011,Washington,DC,Washington,District of Columbia,113,2014-03,1.858108
20011,Washington,DC,Washington,District of Columbia,113,2014-04,1.878287
20011,Washington,DC,Washington,District of Columbia,113,2014-05,1.978022
20011,Washington,DC,Washington,District of Columbia,113,2014-06,1.951756
20011,Washington,DC,Washington,District of Columbia,113,2014-07,1.938689
20011,Washington,DC,Washington,District of Columbia,113,2014-08,1.90051
20011,Washington,DC,Washington,District of Columbia,113,2014-09,1.859726
20011,Washington,DC,Washington,District of Columbia,113,2014-10,1.953602
20011,Washington,DC,Washington,District of Columbia,113,2014-11,1.872399
20011,Washington,DC,Washington,District of Columbia,113,2014-12,1.889785
20011,Washington,DC,Washington,District of Columbia,113,2015-01,1.884191
20011,Washington,DC,Washington,District of Columbia,113,2015-02,1.857143
20011,Washington,DC,Washington,District of Columbia,113,2015-03,1.763561
20011,Washington,DC,Washington,District of Columbia,113,2015-04,1.878626
20011,Washington,DC,Washington,District of Columbia,113,2015-05,2.063852
20011,Washington,DC,Washington,District of Columbia,113,2015-06,2.050781
20011,Washington,DC,Washington,District of Columbia,113,2015-07,2.086443
20011,Washington,DC,Washington,District of Columbia,113,2015-08,2.090231
20011,Washington,DC,Washington,District of Columbia,113,2015-09,2.136364
20011,Washington,DC,Washington,District of Columbia,113,2015-10,1.953125
20011,Washington,DC,Washington,District of Columbia,113,2015-11,1.92577
20011,Washington,DC,Washington,District of Columbia,113,2015-12,1.930628
20011,Washington,DC,Washington,District of Columbia,113,2016-01,1.928711
20011,Washington,DC,Washington,District of Columbia,113,2016-02,1.916498
20011,Washington,DC,Washington,District of Columbia,113,2016-03,1.952172
20011,Washington,DC,Washington,District of Columbia,113,2016-04,1.947515
20011,Washington,DC,Washington,District of Columbia,113,2016-05,1.968626
20011,Washington,DC,Washington,District of Columbia,113,2016-06,2.0625
20011,Washington,DC,Washington,District of Columbia,113,2016-07,2.139461
20011,Washington,DC,Washington,District of Columbia,113,2016-08,2.016129
20001,Washington,DC,Washington,District of Columbia,224,2010-02,
20001,Washington,DC,Washington,District of Columbia,224,2010-03,
20001,Washington,DC,Washington,District of Columbia,224,2010-04,
20001,Washington,DC,Washington,District of Columbia,224,2010-05,
20001,Washington,DC,Washington,District of Columbia,224,2010-06,
20001,Washington,DC,Washington,District of Columbia,224,2010-07,
20001,Washington,DC,Washington,District of Columbia,224,2010-08,
20001,Washington,DC,Washington,District of Columbia,224,2010-09,
20001,Washington,DC,Washington,District of Columbia,224,2010-10,
20001,Washington,DC,Washington,District of Columbia,224,2010-11,
20001,Washington,DC,Washington,District of Columbia,224,2010-12,
20001,Washington,DC,Washington,District of Columbia,224,2011-01,2.916397
20001,Washington,DC,Washington,District of Columbia,224,2011-02,2.895261
20001,Washington,DC,Washington,District of Columbia,224,2011-03,2.946352
20001,Washington,DC,Washington,District of Columbia,224,2011-04,2.885683
20001,Washington,DC,Washington,District of Columbia,224,2011-05,3.140416
20001,Washington,DC,Washington,District of Columbia,224,2011-06,2.957935
20001,Washington,DC,Washington,District of Columbia,224,2011-07,2.800545
20001,Washington,DC,Washington,District of Columbia,224,2011-08,2.722877
20001,Washington,DC,Washington,District of Columbia,224,2011-09,2.885683
20001,Washington,DC,Washington,District of Columbia,224,2011-10,2.919032
20001,Washington,DC,Washington,District of Columbia,224,2011-11,2.849389
20001,Washington,DC,Washington,District of Columbia,224,2011-12,2.784091
20001,Washington,DC,Washington,District of Columbia,224,2012-01,2.702956
20001,Washington,DC,Washington,District of Columbia,224,2012-02,2.828981
20001,Washington,DC,Washington,District of Columbia,224,2012-03,2.834008
20001,Washington,DC,Washington,District of Columbia,224,2012-04,2.929582
20001,Washington,DC,Washington,District of Columbia,224,2012-05,3.153324
20001,Washington,DC,Washington,District of Columbia,224,2012-06,3.12975
20001,Washington,DC,Washington,District of Columbia,224,2012-07,3.106097
20001,Washington,DC,Washington,District of Columbia,224,2012-08,2.885683
20001,Washington,DC,Washington,District of Columbia,224,2012-09,2.9
20001,Washington,DC,Washington,District of Columbia,224,2012-10,2.960654
20001,Washington,DC,Washington,District of Columbia,224,2012-11,2.962484
20001,Washington,DC,Washington,District of Columbia,224,2012-12,3.193471
20001,Washington,DC,Washington,District of Columbia,224,2013-01,3.117303
20001,Washington,DC,Washington,District of Columbia,224,2013-02,3.071714
20001,Washington,DC,Washington,District of Columbia,224,2013-03,3.117545
20001,Washington,DC,Washington,District of Columbia,224,2013-04,3.241848
20001,Washington,DC,Washington,District of Columbia,224,2013-05,3.103776
20001,Washington,DC,Washington,District of Columbia,224,2013-06,3.16927
20001,Washington,DC,Washington,District of Columbia,224,2013-07,3.160752
20001,Washington,DC,Washington,District of Columbia,224,2013-08,3.133333
20001,Washington,DC,Washington,District of Columbia,224,2013-09,3.019146
20001,Washington,DC,Washington,District of Columbia,224,2013-10,3.014286
20001,Washington,DC,Washington,District of Columbia,224,2013-11,2.884615
20001,Washington,DC,Washington,District of Columbia,224,2013-12,2.80112
20001,Washington,DC,Washington,District of Columbia,224,2014-01,2.711157
20001,Washington,DC,Washington,District of Columbia,224,2014-02,2.712344
20001,Washington,DC,Washington,District of Columbia,224,2014-03,2.72336
20001,Washington,DC,Washington,District of Columbia,224,2014-04,2.711157
20001,Washington,DC,Washington,District of Columbia,224,2014-05,2.775619
20001,Washington,DC,Washington,District of Columbia,224,2014-06,2.931262
20001,Washington,DC,Washington,District of Columbia,224,2014-07,2.86791
20001,Washington,DC,Washington,District of Columbia,224,2014-08,3.04878
20001,Washington,DC,Washington,District of Columbia,224,2014-09,2.994092
20001,Washington,DC,Washington,District of Columbia,224,2014-10,2.942043
20001,Washington,DC,Washington,District of Columbia,224,2014-11,2.822204
20001,Washington,DC,Washington,District of Columbia,224,2014-12,2.91028
20001,Washington,DC,Washington,District of Columbia,224,2015-01,2.929515
20001,Washington,DC,Washington,District of Columbia,224,2015-02,2.932127
20001,Washington,DC,Washington,District of Columbia,224,2015-03,2.963989
20001,Washington,DC,Washington,District of Columbia,224,2015-04,2.994012
20001,Washington,DC,Washington,District of Columbia,224,2015-05,2.989488
20001,Washington,DC,Washington,District of Columbia,224,2015-06,3.041667
20001,Washington,DC,Washington,District of Columbia,224,2015-07,3.056452
20001,Washington,DC,Washington,District of Columbia,224,2015-08,3.179878
20001,Washington,DC,Washington,District of Columbia,224,2015-09,3.203343
20001,Washington,DC,Washington,District of Columbia,224,2015-10,3.248867
20001,Washington,DC,Washington,District of Columbia,224,2015-11,3.18408
20001,Washington,DC,Washington,District of Columbia,224,2015-12,3.17966
20001,Washington,DC,Washington,District of Columbia,224,2016-01,3.166496
20001,Washington,DC,Washington,District of Columbia,224,2016-02,3.168791
20001,Washington,DC,Washington,District of Columbia,224,2016-03,3.07377
20001,Washington,DC,Washington,District of Columbia,224,2016-04,3.085443
20001,Washington,DC,Washington,District of Columbia,224,2016-05,3.096348
20001,Washington,DC,Washington,District of Columbia,224,2016-06,3.232717
20001,Washington,DC,Washington,District of Columbia,224,2016-07,3.109226
20001,Washington,DC,Washington,District of Columbia,224,2016-08,3.275132
20008,Washington,DC,Washington,District of Columbia,707,2010-02,
20008,Washington,DC,Washington,District of Columbia,707,2010-03,
20008,Washington,DC,Washington,District of Columbia,707,2010-04,
20008,Washington,DC,Washington,District of Columbia,707,2010-05,
20008,Washington,DC,Washington,District of Columbia,707,2010-06,
20008,Washington,DC,Washington,District of Columbia,707,2010-07,
20008,Washington,DC,Washington,District of Columbia,707,2010-08,
20008,Washington,DC,Washington,District of Columbia,707,2010-09,
20008,Washington,DC,Washington,District of Columbia,707,2010-10,
20008,Washington,DC,Washington,District of Columbia,707,2010-11,
20008,Washington,DC,Washington,District of Columbia,707,2010-12,
20008,Washington,DC,Washington,District of Columbia,707,2011-01,
20008,Washington,DC,Washington,District of Columbia,707,2011-02,
20008,Washington,DC,Washington,District of Columbia,707,2011-03,
20008,Washington,DC,Washington,District of Columbia,707,2011-04,
20008,Washington,DC,Washington,District of Columbia,707,2011-05,
20008,Washington,DC,Washington,District of Columbia,707,2011-06,
20008,Washington,DC,Washington,District of Columbia,707,2011-07,
20008,Washington,DC,Washington,District of Columbia,707,2011-08,
20008,Washington,DC,Washington,District of Columbia,707,2011-09,
20008,Washington,DC,Washington,District of Columbia,707,2011-10,
20008,Washington,DC,Washington,District of Columbia,707,2011-11,
20008,Washington,DC,Washington,District of Columbia,707,2011-12,
20008,Washington,DC,Washington,District of Columbia,707,2012-01,
20008,Washington,DC,Washington,District of Columbia,707,2012-02,
20008,Washington,DC,Washington,District of Columbia,707,2012-03,
20008,Washington,DC,Washington,District of Columbia,707,2012-04,
20008,Washington,DC,Washington,District of Columbia,707,2012-05,2.547082
20008,Washington,DC,Washington,District of Columbia,707,2012-06,2.471483
20008,Washington,DC,Washington,District of Columbia,707,2012-07,2.553277
20008,Washington,DC,Washington,District of Columbia,707,2012-08,2.486939
20008,Washington,DC,Washington,District of Columbia,707,2012-09,2.484043
20008,Washington,DC,Washington,District of Columbia,707,2012-10,2.468085
20008,Washington,DC,Washington,District of Columbia,707,2012-11,2.459016
20008,Washington,DC,Washington,District of Columbia,707,2012-12,2.461538
20008,Washington,DC,Washington,District of Columbia,707,2013-01,2.480587
20008,Washington,DC,Washington,District of Columbia,707,2013-02,2.605319
20008,Washington,DC,Washington,District of Columbia,707,2013-03,2.517986
20008,Washington,DC,Washington,District of Columbia,707,2013-04,2.74502
20008,Washington,DC,Washington,District of Columbia,707,2013-05,2.570714
20008,Washington,DC,Washington,District of Columbia,707,2013-06,2.823415
20008,Washington,DC,Washington,District of Columbia,707,2013-07,2.745139
20008,Washington,DC,Washington,District of Columbia,707,2013-08,2.712785
20008,Washington,DC,Washington,District of Columbia,707,2013-09,2.627279
20008,Washington,DC,Washington,District of Columbia,707,2013-10,2.724654
20008,Washington,DC,Washington,District of Columbia,707,2013-11,2.613636
20008,Washington,DC,Washington,District of Columbia,707,2013-12,2.5
20008,Washington,DC,Washington,District of Columbia,707,2014-01,2.529391
20008,Washington,DC,Washington,District of Columbia,707,2014-02,2.586207
20008,Washington,DC,Washington,District of Columbia,707,2014-03,2.746741
20008,Washington,DC,Washington,District of Columbia,707,2014-04,2.655526
20008,Washington,DC,Washington,District of Columbia,707,2014-05,2.558783
20008,Washington,DC,Washington,District of Columbia,707,2014-06,2.633791
20008,Washington,DC,Washington,District of Columbia,707,2014-07,2.686212
20008,Washington,DC,Washington,District of Columbia,707,2014-08,2.583178
20008,Washington,DC,Washington,District of Columbia,707,2014-09,2.764706
20008,Washington,DC,Washington,District of Columbia,707,2014-10,2.929936
20008,Washington,DC,Washington,District of Columbia,707,2014-11,2.706892
20008,Washington,DC,Washington,District of Columbia,707,2014-12,2.72646
20008,Washington,DC,Washington,District of Columbia,707,2015-01,2.725628
20008,Washington,DC,Washington,District of Columbia,707,2015-02,2.724661
20008,Washington,DC,Washington,District of Columbia,707,2015-03,2.67837
20008,Washington,DC,Washington,District of Columbia,707,2015-04,2.791311
20008,Washington,DC,Washington,District of Columbia,707,2015-05,2.830548
20008,Washington,DC,Washington,District of Columbia,707,2015-06,2.835379
20008,Washington,DC,Washington,District of Columbia,707,2015-07,2.9
20008,Washington,DC,Washington,District of Columbia,707,2015-08,2.857143
20008,Washington,DC,Washington,District of Columbia,707,2015-09,2.785839
20008,Washington,DC,Washington,District of Columbia,707,2015-10,2.777778
20008,Washington,DC,Washington,District of Columbia,707,2015-11,2.742679
20008,Washington,DC,Washington,District of Columbia,707,2015-12,2.72541
20008,Washington,DC,Washington,District of Columbia,707,2016-01,2.933534
20008,Washington,DC,Washington,District of Columbia,707,2016-02,2.89329
20008,Washington,DC,Washington,District of Columbia,707,2016-03,2.969613
20008,Washington,DC,Washington,District of Columbia,707,2016-04,2.880184
20008,Washington,DC,Washington,District of Columbia,707,2016-05,2.946564
20008,Washington,DC,Washington,District of Columbia,707,2016-06,2.795733
20008,Washington,DC,Washington,District of Columbia,707,2016-07,2.960526
20008,Washington,DC,Washington,District of Columbia,707,2016-08,2.958015
20016,Washington,DC,Washington,District of Columbia,964,2010-02,
20016,Washington,DC,Washington,District of Columbia,964,2010-03,
20016,Washington,DC,Washington,District of Columbia,964,2010-04,
20016,Washington,DC,Washington,District of Columbia,964,2010-05,
20016,Washington,DC,Washington,District of Columbia,964,2010-06,
20016,Washington,DC,Washington,District of Columbia,964,2010-07,
20016,Washington,DC,Washington,District of Columbia,964,2010-08,
20016,Washington,DC,Washington,District of Columbia,964,2010-09,
20016,Washington,DC,Washington,District of Columbia,964,2010-10,
20016,Washington,DC,Washington,District of Columbia,964,2010-11,
20016,Washington,DC,Washington,District of Columbia,964,2010-12,
20016,Washington,DC,Washington,District of Columbia,964,2011-01,
20016,Washington,DC,Washington,District of Columbia,964,2011-02,
20016,Washington,DC,Washington,District of Columbia,964,2011-03,
20016,Washington,DC,Washington,District of Columbia,964,2011-04,2.485654
20016,Washington,DC,Washington,District of Columbia,964,2011-05,2.445652
20016,Washington,DC,Washington,District of Columbia,964,2011-06,2.52442
20016,Washington,DC,Washington,District of Columbia,964,2011-07,2.280303
20016,Washington,DC,Washington,District of Columbia,964,2011-08,2.176471
20016,Washington,DC,Washington,District of Columbia,964,2011-09,2.177273
20016,Washington,DC,Washington,District of Columbia,964,2011-10,2.132937
20016,Washington,DC,Washington,District of Columbia,964,2011-11,2.115162
20016,Washington,DC,Washington,District of Columbia,964,2011-12,2.10643
20016,Washington,DC,Washington,District of Columbia,964,2012-01,2.16285
20016,Washington,DC,Washington,District of Columbia,964,2012-02,2.179212
20016,Washington,DC,Washington,District of Columbia,964,2012-03,2.290076
20016,Washington,DC,Washington,District of Columbia,964,2012-04,2.272727
20016,Washington,DC,Washington,District of Columbia,964,2012-05,2.265111
20016,Washington,DC,Washington,District of Columbia,964,2012-06,2.232143
20016,Washington,DC,Washington,District of Columbia,964,2012-07,2.247313
20016,Washington,DC,Washington,District of Columbia,964,2012-08,2.278083
20016,Washington,DC,Washington,District of Columbia,964,2012-09,2.176824
20016,Washington,DC,Washington,District of Columbia,964,2012-10,2.232823
20016,Washington,DC,Washington,District of Columbia,964,2012-11,2.179837
20016,Washington,DC,Washington,District of Columbia,964,2012-12,2.522936
20016,Washington,DC,Washington,District of Columbia,964,2013-01,2.522936
20016,Washington,DC,Washington,District of Columbia,964,2013-02,2.432669
20016,Washington,DC,Washington,District of Columbia,964,2013-03,2.377702
20016,Washington,DC,Washington,District of Columbia,964,2013-04,2.255319
20016,Washington,DC,Washington,District of Columbia,964,2013-05,2.513668
20016,Washington,DC,Washington,District of Columbia,964,2013-06,2.326221
20016,Washington,DC,Washington,District of Columbia,964,2013-07,2.375
