RegionID,RegionName,City,State,Metro,CountyName,SizeRank,Month,MedianSoldPrice
66126,20002,Washington,DC,Washington,District of Columbia,42,2002-02,122750
66126,20002,Washington,DC,Washington,District of Columbia,42,2002-03,126957
66126,20002,Washington,DC,Washington,District of Columbia,42,2002-04,132019.9
66126,20002,Washington,DC,Washington,District of Columbia,42,2002-05,143212.1
66126,20002,Washington,DC,Washington,District of Columbia,42,2002-06,160825
66126,20002,Washington,DC,Washington,District of Columbia,42,2002-07,170400
66126,20002,Washington,DC,Washington,District of Columbia,42,2002-08,168050
66126,20002,Washington,DC,Washington,District of Columbia,42,2002-09,157825
66126,20002,Washington,DC,Washington,District of Columbia,42,2002-10,159375
66126,20002,Washington,DC,Washington,District of Columbia,42,2002-11,164750
66126,20002,Washington,DC,Washington,District of Columbia,42,2002-12,180900
66126,20002,Washington,DC,Washington,District of Columbia,42,2003-01,186530
66126,20002,Washington,DC,Washington,District of Columbia,42,2003-02,177396
66126,20002,Washington,DC,Washington,District of Columbia,42,2003-03,165584
66126,20002,Washington,DC,Washington,District of Columbia,42,2003-04,159550
66126,20002,Washington,DC,Washington,District of Columbia,42,2003-05,179150
66126,20002,Washington,DC,Washington,District of Columbia,42,2003-06,198700
66126,20002,Washington,DC,Washington,District of Columbia,42,2003-07,193500
66126,20002,Washington,DC,Washington,District of Columbia,42,2003-08,215300
66126,20002,Washington,DC,Washington,District of Columbia,42,2003-09,213560
66126,20002,Washington,DC,Washington,District of Columbia,42,2003-10,206940
66126,20002,Washington,DC,Washington,District of Columbia,42,2003-11,196657.5
66126,20002,Washington,DC,Washington,District of Columbia,42,2003-12,197373.3
66126,20002,Washington,DC,Washington,District of Columbia,42,2004-01,198414.3
66126,20002,Washington,DC,Washington,District of Columbia,42,2004-02,216115
66126,20002,Washington,DC,Washington,District of Columbia,42,2004-03,242157.5
66126,20002,Washington,DC,Washington,District of Columbia,42,2004-04,257940.8
66126,20002,Washington,DC,Washington,District of Columbia,42,2004-05,279246.8
66126,20002,Washington,DC,Washington,District of Columbia,42,2004-06,280535
66126,20002,Washington,DC,Washington,District of Columbia,42,2004-07,290650
66126,20002,Washington,DC,Washington,District of Columbia,42,2004-08,290550
66126,20002,Washington,DC,Washington,District of Columbia,42,2004-09,289010
66126,20002,Washington,DC,Washington,District of Columbia,42,2004-10,290726
66126,20002,Washington,DC,Washington,District of Columbia,42,2004-11,303535.2
66126,20002,Washington,DC,Washington,District of Columbia,42,2004-12,319450.8
66126,20002,Washington,DC,Washington,District of Columbia,42,2005-01,320250
66126,20002,Washington,DC,Washington,District of Columbia,42,2005-02,313719
66126,20002,Washington,DC,Washington,District of Columbia,42,2005-03,322528.3
66126,20002,Washington,DC,Washington,District of Columbia,42,2005-04,338440.7
